Timestamp,DATE,TIME,LINE_IL1,LINE_IL1-Ang,LINE_IL2,LINE_IL2-Ang,LINE_IL3,LINE_IL3-Ang,LINE_UL1,LINE_UL1-Ang,LINE_UL2,LINE_UL2-Ang,LINE_UL3,LINE_UL3-Ang,LINE1_z0z1_mag,LINE1_z0z1_ang,LINE1_IL1_Real,LINE1_IL2_Real,LINE1_IL3_Real,LINE1_IL1_Imag,LINE1_IL2_Imag,LINE1_IL3_Imag,LINE1_V1_Real,LINE1_V2_Real,LINE1_V3_Real,LINE1_V1_Imag,LINE1_V2_Imag,LINE1_V3_Imag,LINE1_IL1_Complex,LINE1_IL2_Complex,LINE1_IL3_Complex,LINE1_V1_Complex,LINE1_V2_Complex,LINE1_V3_Complex,LINE1_IN_Imag,LINE1_IN_Real,LINE1_IN_Mag,LINE1_IN_Ang,_id
2024-03-07_02:34:12,2024-03-07,02:34:12,97.82283020019531,19.7,103.29446411132812,261.1,106.36959075927734,138.3,87195.3125,0,87665.1015625,239.6,86721.7421875,119.6,6.181,-2.55,92.09731324363337,-15.980726445260057,-79.41959789494783,32.97561222601212,-102.05078489814872,70.76028058523326,87195.3125,-44361.501325736,-42835.499209530186,0.0,-75612.34841009876,-75612.34841009876,(92.09731324363337+32.97561222601212j),(-15.980726445260057-102.05078489814872j),(-79.41959789494783+70.76028058523326j),(87195.3125+0j),(-44361.501325736-75612.34841009876j),(-42835.499209530186+75404.1151098901j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82,65e8c5345e40751e4a508a04
2024-03-07_02:34:24,2024-03-07,02:34:24,99.48855590820312,20.2,103.97442626953125,261.1,106.31546783447266,138.0,87219.4609375,0,87679.609375,239.6,86744.4296875,119.6,6.181,-2.55,93.36931556427263,-16.085923653424683,-79.0077897893967,34.35321917606756,-102.72256022069534,71.1389334574064,87219.4609375,-44368.84276870454,-42846.70551562831,0.0,-75624.8615966903,-75624.8615966903,(93.36931556427263+34.35321917606756j),(-16.085923653424683-102.72256022069534j),(-79.0077897893967+71.1389334574064j),(87219.4609375+0j),(-44368.84276870454-75624.8615966903j),(-42846.70551562831+75423.84177610325j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82,65e8c5405e40751e4a508a05
2024-03-07_02:34:35,2024-03-07,02:34:35,100.49658203125,20.2,103.89569091796875,261.0,105.59134674072266,138.2,87160.8046875,0,87620.1796875,239.6,86669.15625,119.6,6.181,-2.55,94.31534104751148,-16.25286682873763,-78.71581476939991,34.70128878089913,-102.61656255775387,70.38006118006038,87160.8046875,-44338.76934023837,-42809.524813405355,0.0,-75573.60267886483,-75573.60267886483,(94.31534104751148+34.70128878089913j),(-16.25286682873763-102.61656255775387j),(-78.71581476939991+70.38006118006038j),(87160.8046875+0j),(-44338.76934023837-75573.60267886483j),(-42809.524813405355+75358.39190387056j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82,65e8c54b5e40751e4a508a06
2024-03-07_02:34:46,2024-03-07,02:34:46,99.74533081054688,20.4,103.4754409790039,261.4,105.32101440429688,138.4,87183.6171875,0,87641.9765625,239.6,86706.4765625,119.6,6.181,-2.55,93.48950210463624,-15.473235604784707,-78.75885346090158,34.768434171424055,-102.31200254964294,69.92538220613699,87183.6171875,-44349.7992949407,-42827.95887822311,0.0,-75592.40278149834,-75592.40278149834,(93.48950210463624+34.768434171424055j),(-15.473235604784707-102.31200254964294j),(-78.75885346090158+69.92538220613699j),(87183.6171875+0j),(-44349.7992949407-75592.40278149834j),(-42827.95887822311+75390.84172635687j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82,65e8c5565e40751e4a508a07
2024-03-07_02:34:58,2024-03-07,02:34:58,100.1734848022461,20.2,104.7597885131836,261.2,107.38224029541016,138.3,87190.1953125,0,87660.3046875,239.6,86729.09375,119.6,6.181,-2.55,94.01211655241838,-16.026763854628395,-80.17568070389817,34.58972388962266,-103.52659624306659,71.43392579529547,87190.1953125,-44359.07394502373,-42839.130454033744,0.0,-75608.21103984177,-75608.21103984177,(94.01211655241838+34.58972388962266j),(-16.026763854628395-103.52659624306659j),(-80.17568070389817+71.43392579529547j),(87190.1953125+0j),(-44359.07394502373-75608.21103984177j),(-42839.130454033744+75410.50725620778j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82,65e8c5625e40751e4a508a08
2024-03-07_02:35:11,2024-03-07,02:35:11,100.87320709228516,20.4,105.95928192138672,261.4,108.44143676757812,138.6,87168.7265625,0,87625.484375,239.6,86700.7265625,119.6,6.181,-2.55,94.54664022988462,-15.84465761316347,-81.34312212599187,35.16158031607529,-104.76791613092976,71.71360882714393,87168.7265625,-44341.453691221475,-42825.11871249025,0.0,-75578.17804434446,-75578.17804434446,(94.54664022988462+35.16158031607529j),(-15.84465761316347-104.76791613092976j),(-81.34312212599187+71.71360882714393j),(87168.7265625+0j),(-44341.453691221475-75578.17804434446j),(-42825.11871249025+75385.84213051222j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82,65e8c56f5e40751e4a508a09
2024-03-07_02:35:23,2024-03-07,02:35:23,99.3705062866211,20.0,104.06388854980469,261.2,106.9778060913086,138.2,87158.8203125,0,87612.125,239.6,86677.3984375,119.6,6.181,-2.55,93.37773148129756,-15.920301016760844,-79.74938693979762,33.98671480249441,-102.83888814860795,71.30418135590688,87158.8203125,-44334.69339640392,-42813.595974883836,0.0,-75566.65540079489,-75566.65540079489,(93.37773148129756+33.98671480249441j),(-15.920301016760844-102.83888814860795j),(-79.74938693979762+71.30418135590688j),(87158.8203125+0j),(-44334.69339640392-75566.65540079489j),(-42813.595974883836+75365.55844410985j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82,65e8c57b5e40751e4a508a0a
2024-03-07_02:35:34,2024-03-07,02:35:34,100.58818817138672,20.0,104.84496307373047,261.0,108.07270050048828,138.2,87182.9765625,0,87628.6171875,239.6,86709.2890625,119.6,6.181,-2.55,94.5219781628765,-16.4013657106018,-80.56560444402803,34.403186535247016,-103.55414759805133,72.03396403111974,87182.9765625,-44343.03900012314,-42829.34808972287,0.0,-75580.88013794877,-75580.88013794877,(94.5219781628765+34.403186535247016j),(-16.4013657106018-103.55414759805133j),(-80.56560444402803+72.03396403111974j),(87182.9765625+0j),(-44343.03900012314-75580.88013794877j),(-42829.34808972287+75393.2871808461j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82,65e8c5865e40751e4a508a0b
2024-03-07_02:35:45,2024-03-07,02:35:45,99.2885971069336,20.1,103.4784927368164,261.1,106.31230926513672,138.1,87181.7578125,0,87633.921875,239.6,86709.4765625,119.6,6.181,-2.55,93.2413508416687,-16.00919758499951,-79.12947929253855,34.12148895760309,-102.23259779428385,70.99882117456451,87181.7578125,-44345.72335110625,-42829.44070382286,0.0,-75585.4555034284,-75585.4555034284,(93.2413508416687+34.12148895760309j),(-16.00919758499951-102.23259779428385j),(-79.12947929253855+70.99882117456451j),(87181.7578125+0j),(-44345.72335110625-75585.4555034284j),(-42829.44070382286+75393.45021114539j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82,65e8c5915e40751e4a508a0c
2024-03-07_02:35:55,2024-03-07,02:35:55,99.71155548095703,19.9,104.23471069335938,260.9,107.4673080444336,138.1,87150.7734375,0,87597.2421875,239.6,86684.8125,119.6,6.181,-2.55,93.75759174448456,-16.485560384091976,-79.9891582198521,33.93977440565175,-102.92279248130991,71.77016696090828,87150.7734375,-44327.16219077384,-42817.25809075406,0.0,-75553.8187715774,-75553.8187715774,(93.75759174448456+33.93977440565175j),(-16.485560384091976-102.92279248130991j),(-79.9891582198521+71.77016696090828j),(87150.7734375+0j),(-44327.16219077384-75553.8187715774j),(-42817.25809075406+75372.00493386063j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82,65e8c59b5e40751e4a508a0d
2024-03-07_02:36:06,2024-03-07,02:36:06,100.9688949584961,20.4,105.55767822265625,261.4,108.25458526611328,138.7,87169.3671875,0,87614.2421875,239.6,86697.1484375,119.6,6.181,-2.55,94.63632674349704,-15.784603666145545,-81.32778719772855,35.19493443150429,-104.37082791115793,71.44820684005423,87169.3671875,-44335.764764763895,-42823.351326748874,0.0,-75568.48150395392,-75568.48150395392,(94.63632674349704+35.19493443150429j),(-15.784603666145545-104.37082791115793j),(-81.32778719772855+71.44820684005423j),(87169.3671875+0j),(-44335.764764763895-75568.48150395392j),(-42823.351326748874+75382.73096896757j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82,65e8c5a65e40751e4a508a0e
2024-03-07_02:36:18,2024-03-07,02:36:18,98.43975067138672,19.6,105.10400390625,260.8,107.71662139892578,138.1,87198.3125,0,87649.1953125,239.6,86736.953125,119.6,6.181,-2.55,92.73590077050315,-16.804152975698496,-80.17472502823026,33.02176888854039,-103.75197386023235,71.93666653555186,87198.3125,-44353.45222617545,-42843.01252839143,0.0,-75598.62905204792,-75598.62905204792,(92.73590077050315+33.02176888854039j),(-16.804152975698496-103.75197386023235j),(-80.17472502823026+71.93666653555186j),(87198.3125+0j),(-44353.45222617545-75598.62905204792j),(-42843.01252839143+75417.34094291937j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82,65e8c5b25e40751e4a508a0f
2024-03-07_02:36:29,2024-03-07,02:36:29,100.78125,20.3,105.1172103881836,261.1,107.27198028564453,138.0,87161.6328125,0,87616.21875,239.6,86694.265625,119.6,6.181,-2.55,94.5216191913553,-16.262724225878284,-79.71861706798977,34.96460863511719,-103.85158506516251,71.77896521384882,87161.6328125,-44336.76497212579,-42821.927384961615,0.0,-75570.18631612821,-75570.18631612821,(94.5216191913553+34.96460863511719j),(-16.262724225878284-103.85158506516251j),(-79.71861706798977+71.77896521384882j),(87161.6328125+0j),(-44336.76497212579-75570.18631612821j),(-42821.927384961615+75380.22437811611j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82,65e8c5bd5e40751e4a508a10
2024-03-07_02:36:40,2024-03-07,02:36:40,100.62016296386719,20.4,104.45872497558594,261.6,106.8884506225586,138.2,87195.5703125,0,87657.375,239.6,86730.1796875,119.6,6.181,-2.55,94.30946652577178,-15.259646904201615,-79.68277458240408,35.07337620616987,-103.33812655493708,71.24462303459065,87195.5703125,-44357.591424230406,-42839.66684402949,0.0,-75605.68414432651,-75605.68414432651,(94.30946652577178+35.07337620616987j),(-15.259646904201615-103.33812655493708j),(-79.68277458240408+71.24462303459065j),(87195.5703125+0j),(-44357.591424230406-75605.68414432651j),(-42839.66684402949+75411.4514733578j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82,65e8c5c85e40751e4a508a11
2024-03-07_02:36:51,2024-03-07,02:36:51,102.13699340820312,20.3,107.10873413085938,261.4,109.73796844482422,138.5,87186.875,0,87646.0625,239.6,86729.9296875,119.6,6.181,-2.55,95.79315593208203,-16.016541344079094,-82.1888792545141,35.43496435780829,-105.90444433775443,72.71457794200649,87186.875,-44351.86691727379,-42839.54335856284,0.0,-75595.92695844361,-75595.92695844361,(95.79315593208203+35.43496435780829j),(-16.016541344079094-105.90444433775443j),(-82.1888792545141+72.71457794200649j),(87186.875+0j),(-44351.86691727379-75595.92695844361j),(-42839.54335856284+75411.23409962542j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82,65e8c5d35e40751e4a508a12
