_id,Timestamp,DATE,TIME,LINE_IL1,LINE_IL1-Ang,LINE_IL2,LINE_IL2-Ang,LINE_IL3,LINE_IL3-Ang,LINE_UL1,LINE_UL1-Ang,LINE_UL2,LINE_UL2-Ang,LINE_UL3,LINE_UL3-Ang,LINE1_z0z1_mag,LINE1_z0z1_ang,LINE1_IL1_Real,LINE1_IL2_Real,LINE1_IL3_Real,LINE1_IL1_Imag,LINE1_IL2_Imag,LINE1_IL3_Imag,LINE1_V1_Real,LINE1_V2_Real,LINE1_V3_Real,LINE1_V1_Imag,LINE1_V2_Imag,LINE1_V3_Imag,LINE1_IL1_Complex,LINE1_IL2_Complex,LINE1_IL3_Complex,LINE1_V1_Complex,LINE1_V2_Complex,LINE1_V3_Complex,LINE1_IN_Imag,LINE1_IN_Real,LINE1_IN_Mag,LINE1_IN_Ang
65edf5982a16d69b4fce672f,2024-03-11_01:02:00,2024-03-11,01:02:00,118.9321517944336,19.0,124.01371002197266,259.4,125.38819122314453,136.4,87231.21875,0,87812.96875,239.6,86856.703125,119.6,6.181,-2.55,112.45255875763459,-22.812489453036125,-90.80259984034171,38.720521165332165,-121.89745935977926,86.47014722114584,87231.21875,-44436.327115216634,-42902.16206691489,0.0,-75739.88588054474,75521.46296072761,(112.45255875763459+38.720521165332165j),(-22.812489453036125-121.89745935977926j),(-90.80259984034171+86.47014722114584j),(87231.21875+0j),(-44436.327115216634-75739.88588054474j),(-42902.16206691489+75521.46296072761j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65edf5992a16d69b4fce6730,2024-03-11_01:02:01,2024-03-11,01:02:01,118.9321517944336,19.0,124.01371002197266,259.5,125.38819122314453,136.4,87231.21875,0,87812.96875,239.6,86856.703125,119.6,6.181,-2.55,112.45255875763459,-22.59970361408502,-90.80259984034171,38.720521165332165,-121.93708898431778,86.47014722114584,87231.21875,-44436.327115216634,-42902.16206691489,0.0,-75739.88588054474,75521.46296072761,(112.45255875763459+38.720521165332165j),(-22.59970361408502-121.93708898431778j),(-90.80259984034171+86.47014722114584j),(87231.21875+0j),(-44436.327115216634-75739.88588054474j),(-42902.16206691489+75521.46296072761j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65edf5992a16d69b4fce6731,2024-03-11_01:02:01,2024-03-11,01:02:01,118.85871887207031,18.8,124.45789337158203,259.6,127.45902252197266,136.7,87217.8046875,0,87794.890625,239.6,86834.2109375,119.6,6.181,-2.55,112.51751827854493,-22.46703253112327,-92.76120430910852,38.3040876715156,-122.41323323782251,87.41373689175265,87217.8046875,-44427.17897357463,-42891.05223383758,0.0,-75724.2932506186,75501.9061177429,(112.51751827854493+38.3040876715156j),(-22.46703253112327-122.41323323782251j),(-92.76120430910852+87.41373689175265j),(87217.8046875+0j),(-44427.17897357463-75724.2932506186j),(-42891.05223383758+75501.9061177429j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65edf59a2a16d69b4fce6732,2024-03-11_01:02:02,2024-03-11,01:02:02,118.85871887207031,18.8,124.45789337158203,259.6,127.45902252197266,136.7,87217.8046875,0,87794.890625,239.6,86834.2109375,119.6,6.181,-2.55,112.51751827854493,-22.46703253112327,-92.76120430910852,38.3040876715156,-122.41323323782251,87.41373689175265,87217.8046875,-44427.17897357463,-42891.05223383758,0.0,-75724.2932506186,75501.9061177429,(112.51751827854493+38.3040876715156j),(-22.46703253112327-122.41323323782251j),(-92.76120430910852+87.41373689175265j),(87217.8046875+0j),(-44427.17897357463-75724.2932506186j),(-42891.05223383758+75501.9061177429j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65edf59b2a16d69b4fce6733,2024-03-11_01:02:03,2024-03-11,01:02:03,116.92650604248047,18.6,122.26642608642578,259.1,124.08013153076172,136.2,87215.6328125,0,87774.6953125,239.6,86851.5234375,119.6,6.181,-2.55,110.81924871985792,-23.120024003603472,-89.55610403611736,37.29479760594618,-120.06058236582153,85.88121605195896,87215.6328125,-44416.95946357265,-42899.603602402814,0.0,-75706.87451753343,75516.95924870994,(110.81924871985792+37.29479760594618j),(-23.120024003603472-120.06058236582153j),(-89.55610403611736+85.88121605195896j),(87215.6328125+0j),(-44416.95946357265-75706.87451753343j),(-42899.603602402814+75516.95924870994j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65edf59b2a16d69b4fce6734,2024-03-11_01:02:03,2024-03-11,01:02:03,116.92650604248047,18.6,122.26642608642578,259.1,124.08013153076172,136.2,87215.6328125,0,87774.6953125,239.6,86851.5234375,119.6,6.181,-2.55,110.81924871985792,-23.120024003603472,-89.55610403611736,37.29479760594618,-120.06058236582153,85.88121605195896,87215.6328125,-44416.95946357265,-42899.603602402814,0.0,-75706.87451753343,75516.95924870994,(110.81924871985792+37.29479760594618j),(-23.120024003603472-120.06058236582153j),(-89.55610403611736+85.88121605195896j),(87215.6328125+0j),(-44416.95946357265-75706.87451753343j),(-42899.603602402814+75516.95924870994j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65edf59c2a16d69b4fce6735,2024-03-11_01:02:04,2024-03-11,01:02:04,117.67865753173828,18.7,123.4384765625,259.0,124.98546600341797,136.0,87221.4453125,0,87779.7421875,239.6,86833.0625,119.6,6.181,-2.55,111.46643388541763,-23.55317170370177,-89.90702016013198,37.72930631935823,-121.17056407711736,86.8222001449927,87221.4453125,-44419.51335272595,-42890.48497247518,0.0,-75711.22751620771,75500.90755715978,(111.46643388541763+37.72930631935823j),(-23.55317170370177-121.17056407711736j),(-89.90702016013198+86.8222001449927j),(87221.4453125+0j),(-44419.51335272595-75711.22751620771j),(-42890.48497247518+75500.90755715978j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65edf59d2a16d69b4fce6736,2024-03-11_01:02:05,2024-03-11,01:02:05,117.67865753173828,18.7,123.4384765625,259.0,124.98546600341797,136.0,87221.4453125,0,87779.7421875,239.6,86833.0625,119.6,6.181,-2.55,111.46643388541763,-23.55317170370177,-89.90702016013198,37.72930631935823,-121.17056407711736,86.8222001449927,87221.4453125,-44419.51335272595,-42890.48497247518,0.0,-75711.22751620771,75500.90755715978,(111.46643388541763+37.72930631935823j),(-23.55317170370177-121.17056407711736j),(-89.90702016013198+86.8222001449927j),(87221.4453125+0j),(-44419.51335272595-75711.22751620771j),(-42890.48497247518+75500.90755715978j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65edf59e2a16d69b4fce6737,2024-03-11_01:02:06,2024-03-11,01:02:06,117.77195739746094,18.7,123.00647735595703,259.0,124.33657836914062,136.0,87238.890625,0,87795.015625,239.6,86860.0859375,119.6,6.181,-2.55,111.55480847714244,-23.470742369097845,-89.44024945884868,37.75921946832881,-120.74650191274696,86.37144491835461,87238.890625,-44427.24222779515,-42903.832979635445,0.0,-75724.40106482725,75524.40429904383,(111.55480847714244+37.75921946832881j),(-23.470742369097845-120.74650191274696j),(-89.44024945884868+86.37144491835461j),(87238.890625+0j),(-44427.24222779515-75724.40106482725j),(-42903.832979635445+75524.40429904383j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65edf59e2a16d69b4fce6738,2024-03-11_01:02:06,2024-03-11,01:02:06,117.77195739746094,18.7,123.00647735595703,259.3,124.33657836914062,136.4,87238.890625,0,87795.015625,239.6,86860.0859375,119.5,6.181,-2.55,111.55480847714244,-22.838196321183197,-90.04105140234614,37.75921946832881,-120.86773870771582,85.74493444458109,87238.890625,-44427.24222779515,-42771.95274823684,0.0,-75724.40106482725,75599.17054553231,(111.55480847714244+37.75921946832881j),(-22.838196321183197-120.86773870771582j),(-90.04105140234614+85.74493444458109j),(87238.890625+0j),(-44427.24222779515-75724.40106482725j),(-42771.95274823684+75599.17054553231j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
