_id,Timestamp,DATE,TIME,LINE_IL1,LINE_IL1-Ang,LINE_IL2,LINE_IL2-Ang,LINE_IL3,LINE_IL3-Ang,LINE_UL1,LINE_UL1-Ang,LINE_UL2,LINE_UL2-Ang,LINE_UL3,LINE_UL3-Ang,LINE1_z0z1_mag,LINE1_z0z1_ang,LINE1_IL1_Real,LINE1_IL2_Real,LINE1_IL3_Real,LINE1_IL1_Imag,LINE1_IL2_Imag,LINE1_IL3_Imag,LINE1_V1_Real,LINE1_V2_Real,LINE1_V3_Real,LINE1_V1_Imag,LINE1_V2_Imag,LINE1_V3_Imag,LINE1_IL1_Complex,LINE1_IL2_Complex,LINE1_IL3_Complex,LINE1_V1_Complex,LINE1_V2_Complex,LINE1_V3_Complex,LINE1_IN_Imag,LINE1_IN_Real,LINE1_IN_Mag,LINE1_IN_Ang
65eeb8c7e740461ecfdde88d,2024-03-11_14:54:47,2024-03-11,14:54:47,104.80406188964844,17.8,110.31659698486328,258.5,112.37579345703125,135.4,86162.3671875,0,86667.5546875,239.6,85812.8984375,119.6,6.181,-2.55,99.78702780390049,-21.993592072806607,-80.01449188031084,32.03810966072828,-108.10195871516726,78.9050064586083,86162.3671875,-43856.708925692445,-42386.58323122177,0.0,-74751.95059473628,74613.88007755259,(99.78702780390049+32.03810966072828j),(-21.993592072806607-108.10195871516726j),(-80.01449188031084+78.9050064586083j),(86162.3671875+0j),(-43856.708925692445-74751.95059473628j),(-42386.58323122177+74613.88007755259j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65eeb8c8e740461ecfdde88e,2024-03-11_14:54:48,2024-03-11,14:54:48,104.34112548828125,17.9,109.61042785644531,258.8,111.65312194824219,135.7,86161.7265625,0,86677.90625,239.6,85795.2578125,119.6,6.181,-2.55,99.29043110913065,-21.29011034164015,-79.909328073694,32.06993542750337,-107.52291428581067,77.98024703474451,86161.7265625,-43861.94716582885,-42377.86978798156,0.0,-74760.87895889017,74598.54164356178,(99.29043110913065+32.06993542750337j),(-21.29011034164015-107.52291428581067j),(-79.909328073694+77.98024703474451j),(86161.7265625+0j),(-43861.94716582885-74760.87895889017j),(-42377.86978798156+74598.54164356178j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65eeb8c8e740461ecfdde88f,2024-03-11_14:54:48,2024-03-11,14:54:48,104.64083099365234,17.9,110.05880737304688,258.8,112.1810302734375,135.7,86154.1875,0,86670.6875,239.6,85809.2578125,119.6,6.181,-2.55,99.57562919085363,-21.37720104614758,-80.287148226098,32.16205189797021,-107.96275448417396,78.3489462783672,86154.1875,-43858.294234594105,-42384.78497411374,0.0,-74754.65268834059,74610.71457257486,(99.57562919085363+32.16205189797021j),(-21.37720104614758-107.96275448417396j),(-80.287148226098+78.3489462783672j),(86154.1875+0j),(-43858.294234594105-74754.65268834059j),(-42384.78497411374+74610.71457257486j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65eeb8c9e740461ecfdde890,2024-03-11_14:54:49,2024-03-11,14:54:49,104.64083099365234,17.9,110.05880737304688,258.7,112.1810302734375,135.6,86154.1875,0,86670.6875,239.6,85809.2578125,119.6,6.181,-2.55,99.57562919085363,-21.56559894467855,-80.1502813034315,32.16205189797021,-107.92527981216782,78.48895438334428,86154.1875,-43858.294234594105,-42384.78497411374,0.0,-74754.65268834059,74610.71457257486,(99.57562919085363+32.16205189797021j),(-21.56559894467855-107.92527981216782j),(-80.1502813034315+78.48895438334428j),(86154.1875+0j),(-43858.294234594105-74754.65268834059j),(-42384.78497411374+74610.71457257486j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65eeb8cbe740461ecfdde891,2024-03-11_14:54:51,2024-03-11,14:54:51,104.06343841552734,17.9,109.48108673095703,258.7,111.40471649169922,135.3,86135.4609375,0,86652.2265625,239.6,85796.7265625,119.6,6.181,-2.55,99.02618564466837,-21.45239681241173,-79.18641386926969,31.984586468014996,-107.35875848198955,78.36148744836721,86135.4609375,-43848.952376901776,-42378.595265098105,0.0,-74738.72987740046,74599.8187142395,(99.02618564466837+31.984586468014996j),(-21.45239681241173-107.35875848198955j),(-79.18641386926969+78.36148744836721j),(86135.4609375+0j),(-43848.952376901776-74738.72987740046j),(-42378.595265098105+74599.8187142395j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65eeb8cce740461ecfdde892,2024-03-11_14:54:52,2024-03-11,14:54:52,104.30045318603516,17.8,109.80654907226562,258.5,111.6826171875,135.3,86133.671875,0,86648.96875,239.6,85783.828125,119.6,6.181,-2.55,99.30752715474952,-21.89190487401821,-79.38394553763382,31.884158844495143,-107.60215016507252,78.55696132570084,86133.671875,-43847.303813779596,-42372.22418680333,0.0,-74735.91996958748,74588.6035882347,(99.30752715474952+31.884158844495143j),(-21.89190487401821-107.60215016507252j),(-79.38394553763382+78.55696132570084j),(86133.671875+0j),(-43847.303813779596-74735.91996958748j),(-42372.22418680333+74588.6035882347j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65eeb8cde740461ecfdde893,2024-03-11_14:54:53,2024-03-11,14:54:53,103.5800552368164,17.9,109.1944808959961,258.6,111.35230255126953,135.5,86130.9921875,0,86640.2734375,239.6,85787.8515625,119.6,6.181,-2.55,98.56620091687759,-21.58309067798182,-79.4220798090453,31.836015449105084,-107.04020205012728,78.04786045930474,86130.9921875,-43842.90369206501,-42374.21153103217,0.0,-74728.42014369821,74592.10194674013,(98.56620091687759+31.836015449105084j),(-21.58309067798182-107.04020205012728j),(-79.4220798090453+78.04786045930474j),(86130.9921875+0j),(-43842.90369206501-74728.42014369821j),(-42374.21153103217+74592.10194674013j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65eeb8cde740461ecfdde894,2024-03-11_14:54:53,2024-03-11,14:54:53,104.06343841552734,18.0,109.48108673095703,258.9,111.40471649169922,135.6,86135.4609375,0,86652.2265625,239.6,85796.7265625,119.6,6.181,-2.55,98.97021121316669,-21.07751411483734,-79.59562631555708,32.157370963488695,-107.43298725498686,77.94579608952671,86135.4609375,-43848.952376901776,-42378.595265098105,0.0,-74738.72987740046,74599.8187142395,(98.97021121316669+32.157370963488695j),(-21.07751411483734-107.43298725498686j),(-79.59562631555708+77.94579608952671j),(86135.4609375+0j),(-43848.952376901776-74738.72987740046j),(-42378.595265098105+74599.8187142395j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65eeb8cee740461ecfdde895,2024-03-11_14:54:54,2024-03-11,14:54:54,103.5800552368164,18.0,109.1944808959961,258.9,111.35230255126953,135.6,86130.9921875,0,86640.2734375,239.6,85787.8515625,119.6,6.181,-2.55,98.51048649118619,-21.02233619587286,-79.55817798708816,32.00799734647204,-107.15174305168232,77.9091239768762,86130.9921875,-43842.90369206501,-42374.21153103217,0.0,-74728.42014369821,74592.10194674013,(98.51048649118619+32.00799734647204j),(-21.02233619587286-107.15174305168232j),(-79.55817798708816+77.9091239768762j),(86130.9921875+0j),(-43842.90369206501-74728.42014369821j),(-42374.21153103217+74592.10194674013j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65eeb8cee740461ecfdde896,2024-03-11_14:54:54,2024-03-11,14:54:54,103.80746459960938,17.9,109.1823959350586,258.8,111.03948211669922,135.7,86131.5,0,86646.4765625,239.6,85783.375,119.6,6.181,-2.55,98.78260239390116,-21.206971839088165,-79.47015050514752,31.90591122170914,-107.10303416587236,77.55167159664559,86131.5,-43846.042682758074,-42372.000369395035,0.0,-74733.77042380252,74588.20959834478,(98.78260239390116+31.90591122170914j),(-21.206971839088165-107.10303416587236j),(-79.47015050514752+77.55167159664559j),(86131.5+0j),(-43846.042682758074-74733.77042380252j),(-42372.000369395035+74588.20959834478j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
