_id,Timestamp,DATE,TIME,LINE_IL1,LINE_IL1-Ang,LINE_IL2,LINE_IL2-Ang,LINE_IL3,LINE_IL3-Ang,LINE_UL1,LINE_UL1-Ang,LINE_UL2,LINE_UL2-Ang,LINE_UL3,LINE_UL3-Ang,LINE1_z0z1_mag,LINE1_z0z1_ang,LINE1_IL1_Real,LINE1_IL2_Real,LINE1_IL3_Real,LINE1_IL1_Imag,LINE1_IL2_Imag,LINE1_IL3_Imag,LINE1_V1_Real,LINE1_V2_Real,LINE1_V3_Real,LINE1_V1_Imag,LINE1_V2_Imag,LINE1_V3_Imag,LINE1_IL1_Complex,LINE1_IL2_Complex,LINE1_IL3_Complex,LINE1_V1_Complex,LINE1_V2_Complex,LINE1_V3_Complex,LINE1_IN_Imag,LINE1_IN_Real,LINE1_IN_Mag,LINE1_IN_Ang
65edf6102a16d69b4fce67df,2024-03-11_01:04:00,2024-03-11,01:04:00,119.14622497558594,18.8,124.26551818847656,259.5,125.91226196289062,136.5,87270.6484375,0,87842.296875,239.6,86903.4765625,119.6,6.181,-2.55,112.78968571871674,-22.645592007631073,-91.33352782406618,38.39674102584809,-122.18468059979743,86.67228165810637,87270.6484375,-44451.168136705,-42925.265425940204,0.0,-75765.18178924946,75562.1322274694,(112.78968571871674+38.39674102584809j),(-22.645592007631073-122.18468059979743j),(-91.33352782406618+86.67228165810637j),(87270.6484375+0j),(-44451.168136705-75765.18178924946j),(-42925.265425940204+75562.1322274694j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65edf6102a16d69b4fce67e0,2024-03-11_01:04:00,2024-03-11,01:04:00,117.62013244628906,18.6,124.02161407470703,259.2,125.73004150390625,136.2,87254.0390625,0,87830.8515625,239.6,86886.4140625,119.5,6.181,-2.55,111.47664591373626,-23.239333082362013,-90.74694343467591,37.51603620461587,-121.82485032037842,87.02318997737164,87254.0390625,-44445.37642213908,-42784.91733728019,0.0,-75755.31005076985,75622.08537908948,(111.47664591373626+37.51603620461587j),(-23.239333082362013-121.82485032037842j),(-90.74694343467591+87.02318997737164j),(87254.0390625+0j),(-44445.37642213908-75755.31005076985j),(-42784.91733728019+75622.08537908948j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65edf6112a16d69b4fce67e1,2024-03-11_01:04:01,2024-03-11,01:04:01,117.62013244628906,18.6,124.02161407470703,259.2,125.73004150390625,136.2,87254.0390625,0,87830.8515625,239.6,86886.4140625,119.5,6.181,-2.55,111.47664591373626,-23.239333082362013,-90.74694343467591,37.51603620461587,-121.82485032037842,87.02318997737164,87254.0390625,-44445.37642213908,-42784.91733728019,0.0,-75755.31005076985,75622.08537908948,(111.47664591373626+37.51603620461587j),(-23.239333082362013-121.82485032037842j),(-90.74694343467591+87.02318997737164j),(87254.0390625+0j),(-44445.37642213908-75755.31005076985j),(-42784.91733728019+75622.08537908948j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65edf6122a16d69b4fce67e2,2024-03-11_01:04:02,2024-03-11,01:04:02,120.07901763916016,18.6,125.6698226928711,259.2,127.6128921508789,136.2,87249.046875,0,87820.0546875,239.6,86885.78125,119.5,6.181,-2.55,113.80709962337981,-23.548176579945114,-92.10591014711005,38.30032052737729,-123.44386463254213,88.32639220009125,87249.046875,-44439.91283884209,-42784.60572549606,0.0,-75745.99759849763,75621.53460712564,(113.80709962337981+38.30032052737729j),(-23.548176579945114-123.44386463254213j),(-92.10591014711005+88.32639220009125j),(87249.046875+0j),(-44439.91283884209-75745.99759849763j),(-42784.60572549606+75621.53460712564j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65edf6122a16d69b4fce67e3,2024-03-11_01:04:02,2024-03-11,01:04:02,120.07901763916016,19.1,125.6698226928711,259.7,127.6128921508789,136.6,87249.046875,0,87820.0546875,239.6,86885.78125,119.6,6.181,-2.55,113.46853709106935,-22.470042670764318,-92.72029512617947,39.29200386336075,-123.64465826727691,87.68122441450068,87249.046875,-44439.91283884209,-42916.52497025416,0.0,-75745.99759849763,75546.74624297464,(113.46853709106935+39.29200386336075j),(-22.470042670764318-123.64465826727691j),(-92.72029512617947+87.68122441450068j),(87249.046875+0j),(-44439.91283884209-75745.99759849763j),(-42916.52497025416+75546.74624297464j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65edf6132a16d69b4fce67e4,2024-03-11_01:04:03,2024-03-11,01:04:03,119.30584716796875,19.1,124.75399017333984,259.4,126.12779998779297,136.4,87250.390625,0,87813.546875,239.6,86876.703125,119.6,6.181,-2.55,112.7379304954047,-22.948664986711908,-91.33820369617264,39.03900864622481,-122.62510688883185,86.98019587996559,87250.390625,-44436.619665986516,-42912.040904246576,0.0,-75740.38452125975,75538.85285931772,(112.7379304954047+39.03900864622481j),(-22.948664986711908-122.62510688883185j),(-91.33820369617264+86.98019587996559j),(87250.390625+0j),(-44436.619665986516-75740.38452125975j),(-42912.040904246576+75538.85285931772j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65edf6142a16d69b4fce67e5,2024-03-11_01:04:04,2024-03-11,01:04:04,119.30584716796875,19.1,124.75399017333984,259.4,126.12779998779297,136.4,87250.390625,0,87813.546875,239.6,86876.703125,119.6,6.181,-2.55,112.7379304954047,-22.948664986711908,-91.33820369617264,39.03900864622481,-122.62510688883185,86.98019587996559,87250.390625,-44436.619665986516,-42912.040904246576,0.0,-75740.38452125975,75538.85285931772,(112.7379304954047+39.03900864622481j),(-22.948664986711908-122.62510688883185j),(-91.33820369617264+86.98019587996559j),(87250.390625+0j),(-44436.619665986516-75740.38452125975j),(-42912.040904246576+75538.85285931772j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65edf6152a16d69b4fce67e6,2024-03-11_01:04:05,2024-03-11,01:04:05,118.4215316772461,18.9,123.85724639892578,259.1,125.76788330078125,136.2,87227.9609375,0,87805.171875,239.6,86866.796875,119.5,6.181,-2.55,112.03687728977489,-23.420840875312976,-90.77425613862006,38.35879679996391,-121.62270223201538,87.04938191876568,87227.9609375,-44432.381633212004,-42775.25737197222,0.0,-75733.16096928014,75605.01144821053,(112.03687728977489+38.35879679996391j),(-23.420840875312976-121.62270223201538j),(-90.77425613862006+87.04938191876568j),(87227.9609375+0j),(-44432.381633212004-75733.16096928014j),(-42775.25737197222+75605.01144821053j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65edf6162a16d69b4fce67e7,2024-03-11_01:04:06,2024-03-11,01:04:06,118.4215316772461,18.8,123.85724639892578,259.3,125.76788330078125,136.4,87227.9609375,0,87805.171875,239.6,86866.796875,119.6,6.181,-2.55,112.10365534403252,-22.996155729866032,-91.07756215897696,38.1631972362297,-121.70371525624007,86.73199029848571,87227.9609375,-44432.381633212004,-42907.14779263073,0.0,-75733.16096928014,75530.23942517232,(112.10365534403252+38.1631972362297j),(-22.996155729866032-121.70371525624007j),(-91.07756215897696+86.73199029848571j),(87227.9609375+0j),(-44432.381633212004-75733.16096928014j),(-42907.14779263073+75530.23942517232j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65edf6162a16d69b4fce67e8,2024-03-11_01:04:06,2024-03-11,01:04:06,117.4539566040039,18.6,123.26258087158203,259.0,125.07279205322266,136.0,87246.1796875,0,87816.484375,239.6,86881.3671875,119.6,6.181,-2.55,111.31914969991166,-23.519609223626652,-89.96983726336283,37.46303287273857,-120.99790008546097,86.88286191644866,87246.1796875,-44438.106140168624,-42914.34467998369,0.0,-75742.91815516305,75542.90823801237,(111.31914969991166+37.46303287273857j),(-23.519609223626652-120.99790008546097j),(-89.96983726336283+86.88286191644866j),(87246.1796875+0j),(-44438.106140168624-75742.91815516305j),(-42914.34467998369+75542.90823801237j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65edf6172a16d69b4fce67e9,2024-03-11_01:04:07,2024-03-11,01:04:07,119.06161499023438,18.6,124.26630401611328,259.0,126.11831665039062,136.0,87252.25,0,87811.9375,239.6,86880.6640625,119.6,6.181,-2.55,112.84283753246788,-23.711128628470846,-90.7219247183388,37.97581048119789,-121.98318200878842,87.60914432939215,87252.25,-44435.80526789738,-42913.997377108746,0.0,-75738.99641332337,75542.29687439006,(112.84283753246788+37.97581048119789j),(-23.711128628470846-121.98318200878842j),(-90.7219247183388+87.60914432939215j),(87252.25+0j),(-44435.80526789738-75738.99641332337j),(-42913.997377108746+75542.29687439006j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
