Timestamp,DATE,TIME,LINE_IL1,LINE_IL1-Ang,LINE_IL2,LINE_IL2-Ang,LINE_IL3,LINE_IL3-Ang,LINE_UL1,LINE_UL1-Ang,LINE_UL2,LINE_UL2-Ang,LINE_UL3,LINE_UL3-Ang,LINE1_z0z1_mag,LINE1_z0z1_ang,LINE1_IL1_Real,LINE1_IL2_Real,LINE1_IL3_Real,LINE1_IL1_Imag,LINE1_IL2_Imag,LINE1_IL3_Imag,LINE1_V1_Real,LINE1_V2_Real,LINE1_V3_Real,LINE1_V1_Imag,LINE1_V2_Imag,LINE1_V3_Imag,LINE1_IL1_Complex,LINE1_IL2_Complex,LINE1_IL3_Complex,LINE1_V1_Complex,LINE1_V2_Complex,LINE1_V3_Complex,LINE1_IN_Imag,LINE1_IN_Real,LINE1_IN_Mag,LINE1_IN_Ang,_id
2024-03-10_02:01:51,2024-03-10,02:01:51,76.936279296875,0,82.9910659790039,0,85.0652847290039,0,87288.21875,0,88135.34375,0,87321.5078125,0,6.181,-2.55,76.936279296875,82.9910659790039,85.0652847290039,0.0,0.0,0.0,87288.21875,88135.34375,87321.5078125,0.0,0.0,0.0,(76.936279296875+0j),(82.9910659790039+0j),(85.0652847290039+0j),(87288.21875+0j),(88135.34375+0j),(87321.5078125+0j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82,65ecb21f418559648f792f0f
2024-03-10_02:02:02,2024-03-10,02:02:02,77.23406219482422,30.8,83.31438446044922,270.6,84.5485610961914,147.1,87284.0703125,0,88112.015625,239.8,87321.1953125,119.5,6.181,-2.55,66.34096210240274,0.8724502478477318,-70.98865141416377,39.54715047182969,-83.30981627988729,45.924618167544466,87284.0703125,-44322.10139716996,-42999.013868271424,0.0,-76152.9948540386,-76152.9948540386,(66.34096210240274+39.54715047182969j),(0.8724502478477318-83.30981627988729j),(-70.98865141416377+45.924618167544466j),(87284.0703125+0j),(-44322.10139716996-76152.9948540386j),(-42999.013868271424+76000.49971651484j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82,65ecb22a418559648f792f10
2024-03-10_02:02:13,2024-03-10,02:02:13,80.5574951171875,30.7,86.8131332397461,270.8,87.56697082519531,147.6,87286.1171875,0,88132.71875,239.8,87323.234375,119.5,6.181,-2.55,69.2675451706677,1.2121006220995676,-73.93523881933264,41.12805861677883,-86.80467104357815,46.92072932328371,87286.1171875,-44332.51548200254,-43000.017950686946,0.0,-76170.88804329779,-76170.88804329779,(69.2675451706677+41.12805861677883j),(1.2121006220995676-86.80467104357815j),(-73.93523881933264+46.92072932328371j),(87286.1171875+0j),(-44332.51548200254-76170.88804329779j),(-43000.017950686946+76002.2744261761j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82,65ecb235418559648f792f11
2024-03-10_02:02:24,2024-03-10,02:02:24,79.65589141845703,30.3,85.44779205322266,270.5,86.21224975585938,147.5,87254.9921875,0,88107.7421875,239.8,87314.546875,119.5,6.181,-2.55,68.77454223031192,0.7456631906101355,-72.71067396837584,40.18859762022131,-85.44453846312794,46.321808028521794,87254.9921875,-44319.951772866785,-42995.74002100855,0.0,-76149.30142968961,-76149.30142968961,(68.77454223031192+40.18859762022131j),(0.7456631906101355-85.44453846312794j),(-72.71067396837584+46.321808028521794j),(87254.9921875+0j),(-44319.951772866785-76149.30142968961j),(-42995.74002100855+75994.71321106762j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82,65ecb240418559648f792f12
2024-03-10_02:02:34,2024-03-10,02:02:34,78.63217163085938,30.8,84.34420013427734,270.6,85.86995697021484,147.0,87313.3359375,0,88143.71875,239.8,87337.1015625,119.5,6.181,-2.55,67.54188203947729,0.8832342552635862,-72.01660558165919,40.26304243285971,-84.33957548826861,46.76813050103973,87313.3359375,-44338.04870141547,-43006.84648052432,0.0,-76180.39506611928,-76180.39506611928,(67.54188203947729+40.26304243285971j),(0.8832342552635862-84.33957548826861j),(-72.01660558165919+46.76813050103973j),(87313.3359375+0j),(-44338.04870141547-76180.39506611928j),(-43006.84648052432+76014.3438118034j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82,65ecb24a418559648f792f13
2024-03-10_02:02:45,2024-03-10,02:02:45,78.49502563476562,30.6,84.67384338378906,270.4,85.62843322753906,147.1,87288.5390625,0,88121.796875,239.8,87324.1328125,119.5,6.181,-2.55,67.56396747459468,0.5911301410910087,-71.89533350680037,39.957218978482786,-84.67177994195428,46.51117711850629,87288.5390625,-44327.021561022935,-43000.46036247923,0.0,-76161.44854194521,-76161.44854194521,(67.56396747459468+39.957218978482786j),(0.5911301410910087-84.67177994195428j),(-71.89533350680037+46.51117711850629j),(87288.5390625+0j),(-44327.021561022935-76161.44854194521j),(-43000.46036247923+76003.05638637167j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82,65ecb255418559648f792f14
2024-03-10_02:02:56,2024-03-10,02:02:56,80.45864868164062,30.9,86.5312728881836,271.1,87.53714752197266,147.6,87279.0859375,0,88127.421875,239.8,87323.109375,119.5,6.181,-2.55,69.03874279566381,1.6611791270427672,-73.91005817159103,41.31883518287816,-86.5153262234916,46.90474919830223,87279.0859375,-44329.85104822273,-42999.95639774193,0.0,-76166.3100877062,-76166.3100877062,(69.03874279566381+41.31883518287816j),(1.6611791270427672-86.5153262234916j),(-73.91005817159103+46.90474919830223j),(87279.0859375+0j),(-44329.85104822273-76166.3100877062j),(-42999.95639774193+76002.1656317141j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82,65ecb260418559648f792f15
2024-03-10_02:03:07,2024-03-10,02:03:07,77.9969482421875,31.0,84.46383666992188,271.2,85.55048370361328,147.9,87281.0625,0,88116.75,239.8,87310.328125,119.5,6.181,-2.55,66.85643358775822,1.768877132500736,-72.4716901301761,40.171398071515384,-84.44531235476221,45.461405517184986,87281.0625,-44324.482882229786,-42993.66260911436,0.0,-76157.0866550541,-76157.0866550541,(66.85643358775822+40.171398071515384j),(1.768877132500736-84.44531235476221j),(-72.4716901301761+45.461405517184986j),(87281.0625+0j),(-44324.482882229786-76157.0866550541j),(-42993.66260911436+75991.04139797538j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82,65ecb26b418559648f792f16
2024-03-10_02:03:17,2024-03-10,02:03:17,78.9330062866211,31.1,84.38701629638672,271.2,85.22795104980469,147.5,87275.4453125,0,88109.78125,239.8,87304.7109375,119.5,6.181,-2.55,67.58773517178442,1.7672683279825665,-71.88052485956463,40.77152849467996,-84.36850882920444,45.79294471926233,87275.4453125,-44320.977461976705,-42990.89657364784,0.0,-76151.06374002798,-76151.06374002798,(67.58773517178442+40.77152849467996j),(1.7672683279825665-84.36850882920444j),(-71.88052485956463+45.79294471926233j),(87275.4453125+0j),(-44320.977461976705-76151.06374002798j),(-42990.89657364784+75986.15244683958j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82,65ecb275418559648f792f17
2024-03-10_02:03:28,2024-03-10,02:03:28,79.1774673461914,31.0,84.92508697509766,271.4,85.49806213378906,147.6,87303.625,0,88143.0078125,239.8,87327.90625,119.5,6.181,-2.55,67.86833596156453,2.0749048546050806,-72.1884014358645,40.7794103582361,-84.89973596880168,45.81215261006331,87303.625,-44337.691085672166,-43002.31849200681,0.0,-76179.78062075227,-76179.78062075227,(67.86833596156453+40.7794103582361j),(2.0749048546050806-84.89973596880168j),(-72.1884014358645+45.81215261006331j),(87303.625+0j),(-44337.691085672166-76179.78062075227j),(-43002.31849200681+76006.34061919307j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82,65ecb280418559648f792f18
2024-03-10_02:03:39,2024-03-10,02:03:39,78.33856201171875,30.7,84.99128723144531,270.9,85.96609497070312,147.4,87307.9609375,0,88147.03125,239.8,87345.34375,119.5,6.181,-2.55,67.3595904994089,1.3349851172843812,-72.42234276941295,39.995198034462156,-84.98080206725909,46.316020471340245,87307.9609375,-44339.71495498868,-43010.90512783611,0.0,-76183.25797640075,-76183.25797640075,(67.3595904994089+39.995198034462156j),(1.3349851172843812-84.98080206725909j),(-72.42234276941295+46.316020471340245j),(87307.9609375+0j),(-44339.71495498868-76183.25797640075j),(-43010.90512783611+76021.51744664102j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82,65ecb28b418559648f792f19
2024-03-10_02:03:49,2024-03-10,02:03:49,79.64775848388672,31.1,86.03285217285156,271.2,86.9649658203125,147.3,87303.875,0,88163.140625,239.8,87351.21875,119.5,6.181,-2.55,68.19975395194874,1.801736113966585,-73.18195638929801,41.14072182644832,-86.01398374666388,46.98198100509392,87303.875,-44347.81829194143,-43013.79811625172,0.0,-76197.18090328848,-76197.18090328848,(68.19975395194874+41.14072182644832j),(1.801736113966585-86.01398374666388j),(-73.18195638929801+46.98198100509392j),(87303.875+0j),(-44347.81829194143-76197.18090328848j),(-43013.79811625172+76026.63078635467j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82,65ecb295418559648f792f1a
2024-03-10_02:04:00,2024-03-10,02:04:00,77.55501556396484,30.9,83.22547149658203,270.8,84.86476135253906,147.1,87270.96875,0,88116.1171875,239.8,87312.5625,119.5,6.181,-2.55,66.54723711828929,1.1620090418456592,-71.25413943056414,39.82769979610937,-83.21735901129678,46.09637006786037,87270.96875,-44324.16456491981,-42994.762868006466,0.0,-76156.53973115598,-76156.53973115598,(66.54723711828929+39.82769979610937j),(1.1620090418456592-83.21735901129678j),(-71.25413943056414+46.09637006786037j),(87270.96875+0j),(-44324.16456491981-76156.53973115598j),(-42994.762868006466+75992.98609898349j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82,65ecb2a0418559648f792f1b
2024-03-10_02:04:11,2024-03-10,02:04:11,77.84928894042969,31.1,83.6283187866211,271.1,84.30770874023438,147.4,87271.2890625,0,88118.5390625,239.8,87321.0625,119.5,6.181,-2.55,66.6597836792303,1.605449832889077,-71.02523131439091,40.21175236630119,-83.61290710118145,45.42253042010602,87271.2890625,-44325.382816353056,-42998.94846826735,0.0,-76158.63289669197,-76158.63289669197,(66.6597836792303+40.21175236630119j),(1.605449832889077-83.61290710118145j),(-71.02523131439091+45.42253042010602j),(87271.2890625+0j),(-44325.382816353056-76158.63289669197j),(-42998.94846826735+76000.38412239897j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82,65ecb2ab418559648f792f1c
