_id,Timestamp,DATE,TIME,LINE_IL1,LINE_IL1-Ang,LINE_IL2,LINE_IL2-Ang,LINE_IL3,LINE_IL3-Ang,LINE_UL1,LINE_UL1-Ang,LINE_UL2,LINE_UL2-Ang,LINE_UL3,LINE_UL3-Ang,LINE1_z0z1_mag,LINE1_z0z1_ang,LINE1_IL1_Real,LINE1_IL2_Real,LINE1_IL3_Real,LINE1_IL1_Imag,LINE1_IL2_Imag,LINE1_IL3_Imag,LINE1_V1_Real,LINE1_V2_Real,LINE1_V3_Real,LINE1_V1_Imag,LINE1_V2_Imag,LINE1_V3_Imag,LINE1_IL1_Complex,LINE1_IL2_Complex,LINE1_IL3_Complex,LINE1_V1_Complex,LINE1_V2_Complex,LINE1_V3_Complex,LINE1_IN_Imag,LINE1_IN_Real,LINE1_IN_Mag,LINE1_IN_Ang
65f99fc55ec4474d8eab57a6,2024-03-19_21:23:01,2024-03-19,21:23:01,136.32728576660156,7.8,143.4265899658203,248.3,144.8294219970703,124.7,86199.5546875,0,86635.546875,239.8,86000.3125,119.8,6.181,-2.55,135.06596397059386,-53.03151654670517,-82.44842433325681,18.501735626229326,-133.2623163613033,119.07064626081737,86199.5546875,-43579.408165343746,-42739.915952732576,0.0,-74876.92011754151,74628.10016643202,(135.06596397059386+18.501735626229326j),(-53.03151654670517-133.2623163613033j),(-82.44842433325681+119.07064626081737j),(86199.5546875+0j),(-43579.408165343746-74876.92011754151j),(-42739.915952732576+74628.10016643202j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65f99fc75ec4474d8eab57a7,2024-03-19_21:23:03,2024-03-19,21:23:03,139.56361389160156,7.6,146.4675750732422,248.0,147.8040008544922,124.4,86200.390625,0,86643.40625,239.9,86005.3671875,119.8,6.181,-2.55,138.33762294302142,-54.86771934407665,-83.50438345697941,18.45817978454201,-135.80237082545898,121.95507620457818,86200.390625,-43452.59853844387,-42742.42800080121,0.0,-74959.66600018549,74632.4864496221,(138.33762294302142+18.45817978454201j),(-54.86771934407665-135.80237082545898j),(-83.50438345697941+121.95507620457818j),(86200.390625+0j),(-43452.59853844387-74959.66600018549j),(-42742.42800080121+74632.4864496221j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65f99fc85ec4474d8eab57a8,2024-03-19_21:23:04,2024-03-19,21:23:04,135.1669921875,7.7,141.8433380126953,248.0,143.10011291503906,124.6,86180.8359375,0,86634.9765625,239.9,86015.203125,119.8,6.181,-2.55,133.94821841379903,-53.13544965167757,-81.2585040351974,18.110509677667206,-131.51485288323053,117.79090728175386,86180.8359375,-43448.370959651715,-42747.316205621006,0.0,-74952.37304406991,74641.02173638609,(133.94821841379903+18.110509677667206j),(-53.13544965167757-131.51485288323053j),(-81.2585040351974+117.79090728175386j),(86180.8359375+0j),(-43448.370959651715-74952.37304406991j),(-42747.316205621006+74641.02173638609j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65f99fc95ec4474d8eab57a9,2024-03-19_21:23:05,2024-03-19,21:23:05,138.84739685058594,7.5,145.40194702148438,248.0,147.00587463378906,124.4,86219.6796875,0,86662.0625,239.9,86027.921875,119.8,6.181,-2.55,137.65953812264362,-54.468528049759215,-83.05346847771389,18.123222010573365,-134.8143377008957,121.29653148654619,86219.6796875,-43461.954848133995,-42753.63709318783,0.0,-74975.8064813755,74652.05862824613,(137.65953812264362+18.123222010573365j),(-54.468528049759215-134.8143377008957j),(-83.05346847771389+121.29653148654619j),(86219.6796875+0j),(-43461.954848133995-74975.8064813755j),(-42753.63709318783+74652.05862824613j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65f99fcb5ec4474d8eab57aa,2024-03-19_21:23:07,2024-03-19,21:23:07,135.3888702392578,7.5,141.6063232421875,248.0,142.72369384765625,124.4,86189.5234375,0,86641.9296875,239.8,86006.515625,119.8,6.181,-2.55,134.23059968591775,-53.04666235590838,-80.6341776308486,17.671793701304985,-131.29509661472184,117.76324631784004,86189.5234375,-43582.61884734685,-42742.998744334574,0.0,-74882.43662155086,74633.48302400995,(134.23059968591775+17.671793701304985j),(-53.04666235590838-131.29509661472184j),(-80.6341776308486+117.76324631784004j),(86189.5234375+0j),(-43582.61884734685-74882.43662155086j),(-42742.998744334574+74633.48302400995j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65f99fcc5ec4474d8eab57ab,2024-03-19_21:23:08,2024-03-19,21:23:08,136.43212890625,7.6,143.091064453125,248.1,143.7774658203125,124.4,86209.78125,0,86650.3046875,239.9,86011.6953125,119.9,6.181,-2.55,135.23364636147656,-53.3712188367833,-81.22952402453338,18.044020884235035,-132.7650772085964,118.63272779658605,86209.78125,-43456.05817891974,-42875.775588723234,0.0,-74965.63419318834,74563.25903684588,(135.23364636147656+18.044020884235035j),(-53.3712188367833-132.7650772085964j),(-81.22952402453338+118.63272779658605j),(86209.78125+0j),(-43456.05817891974-74965.63419318834j),(-42875.775588723234+74563.25903684588j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65f99fcd5ec4474d8eab57ac,2024-03-19_21:23:09,2024-03-19,21:23:09,137.50950622558594,7.4,143.18788146972656,247.8,144.28842163085938,124.4,86218.28125,0,86649.34375,239.9,86009.8359375,119.8,6.181,-2.55,136.36421187745162,-54.1022217973909,-81.51819719770062,17.710618889410426,-132.57344755407993,119.05432433289201,86218.28125,-43455.57625844575,-42744.64885318955,0.0,-74964.80283674513,74636.36427649183,(136.36421187745162+17.710618889410426j),(-54.1022217973909-132.57344755407993j),(-81.51819719770062+119.05432433289201j),(86218.28125+0j),(-43455.57625844575-74964.80283674513j),(-42744.64885318955+74636.36427649183j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65f99fce5ec4474d8eab57ad,2024-03-19_21:23:10,2024-03-19,21:23:10,137.0972900390625,7.2,145.02757263183594,247.7,146.90963745117188,124.4,86192.78125,0,86633.7578125,239.9,86002.421875,119.8,6.181,-2.55,136.01623695812884,-55.0316057366903,-82.9990976450326,17.182846673498982,-134.1809196328745,121.21712488813247,86192.78125,-43447.7597434408,-42740.96425718162,0.0,-74951.3186407761,74629.93060918522,(136.01623695812884+17.182846673498982j),(-55.0316057366903-134.1809196328745j),(-82.9990976450326+121.21712488813247j),(86192.78125+0j),(-43447.7597434408-74951.3186407761j),(-42740.96425718162+74629.93060918522j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65f99fcf5ec4474d8eab57ae,2024-03-19_21:23:11,2024-03-19,21:23:11,137.70370483398438,7.4,144.46974182128906,247.9,145.35269165039062,124.3,86197.0625,0,86638.8671875,239.9,86004.59375,119.8,6.181,-2.55,136.55679303717525,-54.35302216264889,-81.91002802818575,17.735630815033634,-133.85535209208675,120.07561067275635,86197.0625,-43450.322149863474,-42742.043622503224,0.0,-74955.73902381556,74631.81528727926,(136.55679303717525+17.735630815033634j),(-54.35302216264889-133.85535209208675j),(-81.91002802818575+120.07561067275635j),(86197.0625+0j),(-43450.322149863474-74955.73902381556j),(-42742.043622503224+74631.81528727926j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
65f99fd05ec4474d8eab57af,2024-03-19_21:23:12,2024-03-19,21:23:12,139.1234893798828,7.5,147.40115356445312,248.0,149.13534545898438,124.4,86175.1484375,0,86621.2265625,239.8,85984.59375,119.9,6.181,-2.55,137.9332686420787,-55.21744400235554,-84.25654922870532,18.15925931712289,-136.6679697294806,123.05358660860466,86175.1484375,-43572.20476251427,-42862.265792088816,0.0,-74864.54343229166,74539.76478042356,(137.9332686420787+18.15925931712289j),(-55.21744400235554-136.6679697294806j),(-84.25654922870532+123.05358660860466j),(86175.1484375+0j),(-43572.20476251427-74864.54343229166j),(-42862.265792088816+74539.76478042356j),-2.63909674692661,-24.3725335851725,24.515000000000004,-173.82
