ia_rms,ia_ang,ib_rms,ib_ang,ic_rms,ic_ang,in_rms,in_ang,va_rms,va_ang,vb_rms,vb_ang,vc_rms,vc_ang
99.847,269.178,101.83,148.908,112.39,24.094,48.723,359.296,88037.828,96.115,88455.266,335.676,87717.18,215.623
99.782,276.678,101.83,156.35,112.299,31.594,48.364,6.801,88038.109,103.616,88454.172,343.176,87717.727,223.123
99.744,284.008,101.752,163.85,112.377,39.121,48.457,14.505,88038.109,111.116,88454.93,350.676,87717.484,230.623
99.542,291.453,101.914,171.335,112.239,46.589,47.807,21.898,88039.047,118.616,88453.375,358.176,87717.688,238.123
99.603,298.74,101.654,178.852,112.301,54.162,48.272,30.568,88038.586,126.117,88453.375,5.676,87717.195,245.623
99.603,306.29,101.567,186.348,112.301,61.621,48.369,36.966,88037.789,133.617,88452.992,13.176,87717.078,253.123
99.603,313.79,101.391,193.855,112.301,69.121,48.645,44.207,88036.906,141.116,88451.898,20.676,87716.867,260.624
99.514,321.29,101.304,201.381,112.261,76.621,48.553,50.82,88035.289,148.616,88450.203,28.176,87716.828,268.124
99.423,328.754,101.226,208.902,112.289,84.17,48.723,58.65,88033.898,156.115,88448.055,35.677,87716.867,275.625
99.328,336.224,101.095,216.429,112.302,91.62,48.901,65.428,88032.422,163.615,88447.242,43.178,87717.055,283.125
99.23,343.701,100.986,223.995,112.302,99.07,49.041,72.165,88031.273,171.115,88447.945,50.678,87717.336,290.626
99.437,351.185,100.942,231.573,112.253,106.57,49.404,78.869,88030.883,178.614,88448.938,58.178,87717.906,298.126
99.33,358.703,100.907,239.117,112.18,113.973,49.644,83.93,88032.445,186.114,88449.578,65.677,87718.141,305.627
99.113,6.201,100.933,246.665,112.18,121.38,49.582,89.788,88035.117,193.614,88449.93,73.176,87718.141,313.127
99.113,13.714,100.933,254.114,112.18,128.88,49.534,97.701,88036.203,201.114,88450.141,80.675,87718.43,320.627
99.113,21.214,100.96,261.614,112.302,136.38,49.348,105.609,88037.555,208.614,88450.156,88.174,87717.797,328.127
99.421,28.714,100.96,269.003,112.302,143.95,49.534,114.685,88037.859,216.113,88450.156,95.674,87718.82,335.627
99.328,36.131,100.952,276.503,112.302,151.45,49.485,120.681,88037.859,223.613,88450.156,103.174,87719.188,343.127
99.244,43.665,100.926,283.947,112.302,158.95,49.432,128.536,88037.617,231.113,88450.438,110.674,87718.805,350.627
99.176,51.205,101.008,291.392,112.139,166.45,49.536,136.357,88037.422,238.613,88450.438,118.174,87720.375,358.127
99.117,58.749,100.885,298.997,112.399,173.926,49.195,142.993,88037.734,246.113,88451.359,125.674,87719.586,5.627
99.164,66.298,100.961,306.399,112.12,181.442,49.392,152.181,88037.508,253.613,88450.828,133.175,87719.969,13.127
99.164,73.746,100.961,313.944,112.12,188.946,49.392,158.717,88037.578,261.113,88450.828,140.675,87719.609,20.627
99.164,81.246,100.874,321.444,112.296,196.446,49.281,166.217,88037.602,268.613,88450.828,148.175,87719.266,28.127
99.164,88.746,100.966,328.909,112.374,203.917,49.281,174.1,88037.641,276.113,88450.477,155.675,87719.875,35.627
99.163,96.246,101.06,336.438,112.445,211.397,49.281,181.6,88037.641,283.613,88451.211,163.175,87719.609,43.127
99.15,103.803,101.158,343.96,112.445,218.871,49.374,189.1,88037.922,291.113,88451.211,170.675,87719.133,50.627
99.095,111.247,101.259,351.476,112.399,226.371,49.594,196.729,88038.484,298.613,88450.82,178.175,87719.734,58.128
99.095,118.64,101.259,358.984,112.438,233.907,49.541,204.836,88038.484,306.114,88450.82,185.675,87719.734,65.627
99.052,126.14,101.366,6.484,112.438,241.366,49.651,212.16,88038.484,313.614,88450.82,193.175,87719.859,73.127
99.106,133.594,101.366,13.978,112.438,248.866,49.603,220.111,88037.891,321.114,88451.555,200.675,87719.93,80.627
99.29,141.135,101.264,21.478,112.479,256.366,49.353,227.339,88036.922,328.614,88451.891,208.175,87719.914,88.127
99.156,148.743,101.362,28.998,112.472,263.768,49.513,233.033,88036.922,336.113,88451.891,215.675,87719.836,95.627
99.156,156.184,101.362,36.471,112.463,271.319,49.46,241.527,88036.922,343.613,88452.438,223.175,87720.117,103.126
99.231,163.684,101.362,43.971,112.488,278.768,49.517,248.664,88038.836,351.113,88452.203,230.674,87720.117,110.627
99.308,171.2,101.362,51.471,112.488,286.318,49.517,256.549,88038.836,358.614,88452.594,238.174,87719.734,118.127
99.39,178.708,101.457,58.971,112.602,293.818,49.829,264.049,88040.398,6.114,88452.594,245.674,87719.5,125.627
99.224,186.21,101.501,66.375,112.8,301.41,50.268,273.617,88041.547,13.613,88452.242,253.174,87719.242,133.126
98.802,193.722,101.577,73.824,113.016,309.039,50.94,283.597,88042.992,21.113,88451.891,260.675,87718.945,140.626
98.717,201.29,101.636,81.217,113.094,316.656,51.148,294.66,88042.32,28.613,88451.797,268.176,87718.633,148.126
98.795,208.811,101.681,88.607,113.094,324.191,51.309,303.26,88041.711,36.113,88451.898,275.677,87718.289,155.626
98.795,216.284,101.681,95.995,113.182,331.691,51.309,311.429,88040.078,43.613,88452.07,283.178,87719.016,163.126
98.738,223.784,101.681,103.495,113.182,339.214,51.309,318.929,88039.133,51.114,88452.484,290.678,87719.781,170.626
98.786,231.324,101.709,110.995,113.082,346.714,51.023,326.429,88038.938,58.615,88452.859,298.179,87720.563,178.126
98.786,238.779,101.709,118.547,112.976,354.203,50.939,333.023,88039.406,66.115,88452.633,305.68,87720.953,185.626
98.762,246.279,101.601,126.047,112.976,1.698,51.215,340.336,88039.633,73.615,88452.898,313.179,87720.953,193.126
98.762,253.831,101.535,133.457,112.976,9.198,51.307,348.244,88039.633,81.114,88453.789,320.68,87720.594,200.626
98.763,261.331,101.606,140.916,112.976,16.698,51.119,355.826,88039.609,88.614,88453.469,328.18,87719.914,208.126
98.763,268.774,101.606,148.452,112.976,24.198,51.22,3.266,88039.648,96.115,88454.5,335.68,87718.703,215.626
98.804,276.274,101.528,155.952,112.976,31.698,51.467,10.743,88040.023,103.615,88456.32,343.18,87717.891,223.127
98.843,283.889,101.606,163.429,112.976,39.198,51.558,18.022,88040.305,111.116,88457.078,350.681,87717.656,230.627
98.94,291.445,101.523,170.945,113.044,46.698,51.877,25.4,88040.484,118.617,88458.25,358.181,87717.656,238.128
98.763,299.052,101.783,178.436,112.922,54.161,51.238,32.242,88040.945,126.117,88456.688,5.681,87718.141,245.628
98.763,306.401,101.699,185.94,112.922,61.743,51.333,41.457,88040.156,133.617,88456.305,13.181,87718.141,253.127
98.683,313.901,101.699,193.446,112.922,69.243,51.333,48.692,88039.563,141.117,88455.211,20.681,87718.211,260.627
98.772,321.359,101.699,200.946,112.962,76.743,51.512,56.192,88039.563,148.616,88454.195,28.181,87718.18,268.127
98.864,328.895,101.777,208.446,112.934,84.194,51.512,63.033,88039.914,156.116,88454.195,35.682,87718.289,275.627
98.96,336.425,101.907,215.92,112.921,91.744,51.342,70.533,88040.648,163.616,88453.656,43.182,87718.477,283.128
99.158,343.948,101.96,223.354,112.921,99.294,51.494,78.785,88041.797,171.117,88453.656,50.682,87718.477,290.628
99.158,351.48,101.918,230.816,112.921,106.794,51.567,85.505,88042.188,178.617,88453.656,58.182,87718.477,298.128
99.266,358.98,101.918,238.359,112.956,114.294,51.503,92.609,88042.188,186.117,88454.133,65.682,87718.703,305.628
99.482,6.481,101.892,245.859,112.956,121.84,51.563,100.506,88040.664,193.617,88454.008,73.181,87718.969,313.129
99.703,13.968,101.842,253.41,112.903,129.34,51.908,107.615,88039.578,201.117,88454.008,80.681,87719.258,320.629
99.81,21.44,101.815,261.07,112.781,136.801,52.084,112.814,88038.227,208.617,88453.992,88.181,87719.578,328.129
99.603,28.919,101.815,268.68,112.781,144.232,51.987,118.815,88037.617,216.118,88454.094,95.682,87718.891,335.629
99.696,36.475,101.823,276.18,112.713,151.732,52.139,127.022,88036.531,223.618,88454.266,103.182,87719.258,343.129
99.78,43.941,101.877,283.736,112.567,159.208,52.367,133.543,88036.063,231.119,88454.547,110.683,87720.023,350.629
99.917,51.401,101.967,291.344,112.647,166.672,52.504,139.834,88035.664,238.619,88454.547,118.183,87720.805,358.129
99.976,58.812,102.026,298.948,112.559,174.184,52.615,146.513,88035.352,246.119,88454.313,125.683,87721.594,5.629
99.929,66.263,101.951,306.496,112.649,181.679,52.458,153.298,88035.234,253.62,88454.578,133.183,87720.82,13.129
99.929,73.815,101.951,313.952,112.649,189.177,52.458,161.554,88035.172,261.12,88454.875,140.683,87720.82,20.629
99.955,81.315,102.217,321.452,112.561,196.677,52.641,169.054,88035.125,268.62,88454.875,148.183,87720.82,28.129
99.928,88.759,102.31,329.055,112.641,204.192,52.572,176.054,88035.211,276.121,88455.219,155.683,87719.602,35.629
99.932,96.373,102.31,336.584,112.503,211.671,52.539,183.613,88035.484,283.622,88455.219,163.184,87719.602,43.13
99.932,103.986,102.31,344.084,112.503,219.224,52.493,191.086,88035.484,291.123,88455.977,170.684,87719.602,50.63
99.932,111.486,102.31,351.584,112.596,226.724,52.397,198.504,88035.297,298.623,88457.148,178.184,87719.203,58.13
99.932,118.986,102.205,359.084,112.596,234.151,52.351,205.737,88035.297,306.122,88457.539,185.684,87718.875,65.63
100.066,126.486,102.099,6.583,112.669,241.651,52.121,213.056,88035.039,313.622,88456.773,193.184,87718.633,73.131
100.066,134.124,101.992,14.089,112.73,249.062,52.009,219.45,88034.148,321.122,88456.406,200.684,87718.422,80.631
100.003,141.624,102.305,21.603,112.69,256.468,52.246,226.189,88035.117,328.622,88455.734,208.184,87718.422,88.132
100.136,149.088,102.305,29.042,112.69,264.066,52.141,235.467,88035.117,336.122,88455.734,215.684,87718.57,95.632
100.136,156.647,102.479,36.542,112.71,271.566,52.369,242.296,88035.492,343.622,88455.188,223.184,87718.391,103.133
100.136,164.147,102.407,43.976,112.71,279.167,52.369,251.257,88034.344,351.122,88455.422,230.684,87718.391,110.632
100.296,171.647,102.291,51.514,112.629,286.667,52.053,258.757,88032.383,358.622,88455.422,238.184,87719.148,118.132
100.296,179.163,102.291,59.101,112.515,294.07,51.861,263.852,88030.43,6.122,88454.945,245.684,87719.375,125.633
100.46,186.663,102.291,66.601,112.447,301.478,51.629,270.135,88028.523,13.622,88454.711,253.185,87719.375,133.133
100.702,194.15,102.251,74.101,112.447,308.935,51.291,276.413,88027.438,21.122,88454.641,260.685,87719.672,140.633
100.871,201.609,102.193,81.654,112.447,316.435,51.023,282.288,88026.766,28.623,88454.695,268.186,87719.984,148.134
100.871,209.067,102.129,89.264,112.362,323.935,50.717,288.181,88026.461,36.123,88454.633,275.685,87720.672,155.634
100.871,216.567,102.121,96.931,112.273,331.405,50.642,294.105,88027.273,43.623,88454.633,283.184,87720.672,163.134
100.871,224.067,102.114,104.486,112.273,338.881,50.804,301.225,88027.508,51.123,88454.492,290.684,87720.289,170.634
100.78,231.567,102.06,111.932,112.477,346.381,51.354,309.431,88027.703,58.622,88454.867,298.184,87719.508,178.134
100.716,239.156,102.06,119.329,112.584,353.905,51.614,319.092,88027.547,66.122,88455.328,305.685,87719.508,185.634
100.716,246.753,102.167,126.829,112.584,1.41,51.427,327.365,88027.211,73.622,88454.789,313.185,87719.125,193.134
100.716,254.253,102.167,134.418,112.471,8.91,51.427,334.436,88027.016,81.123,88455.094,320.685,87718.391,200.634
100.716,261.753,102.24,141.918,112.471,16.418,51.427,341.936,88026.992,88.624,88455.094,328.185,87718.391,208.134
100.729,269.253,102.392,149.452,112.37,23.918,51.139,349.436,88027.078,96.124,88454.398,335.685,87718.391,215.634
100.752,276.809,102.392,157.009,112.37,31.438,51.231,356.712,88026.891,103.625,88454.398,343.185,87717.852,223.134
100.752,284.365,102.315,164.509,112.451,38.938,51.427,4.235,88026.75,111.124,88454.023,350.685,87717.375,230.634
100.804,291.865,102.236,171.994,112.521,46.407,51.713,11.677,88026.188,118.624,88453.633,358.185,87717.18,238.135
100.917,299.418,101.895,179.486,112.581,53.87,52.163,18.94,88025.727,126.123,88454.805,5.685,87716.852,245.635
100.848,307.016,102.245,186.984,112.419,61.329,51.527,25.709,88026.789,133.623,88453.273,13.184,87717.094,253.136
100.926,314.471,102.419,194.457,112.469,68.962,51.436,34.576,88027.086,141.124,88453.273,20.685,87717.094,260.635
100.839,322.011,102.505,201.929,112.511,76.415,51.345,42.301,88026.758,148.624,88453.273,28.185,87717.094,268.135
100.749,329.477,102.505,209.409,112.485,83.866,51.11,50.069,88026.063,156.124,88452.656,35.685,87717.055,275.635
100.655,336.948,102.573,216.909,112.465,91.416,50.888,58.497,88026.063,163.624,88452.656,43.185,87716.867,283.135
100.655,344.426,102.628,224.376,112.472,99.017,50.735,67.04,88024.914,171.124,88452.188,50.685,87716.586,290.634
100.655,351.926,102.628,231.837,112.472,106.567,50.735,75.296,88024.133,178.624,88451.984,58.185,87716.586,298.134
100.549,359.426,102.596,239.337,112.472,114.067,50.674,82.796,88022.57,186.124,88451.508,65.686,87716.813,305.634
100.659,6.925,102.572,246.884,112.472,121.567,50.883,90.703,88021.039,193.624,88451.625,73.186,87716.813,313.134
100.772,14.418,102.587,254.435,112.37,129.067,51.036,96.971,88019.594,201.124,88451.766,80.686,87716.523,320.634
100.666,21.904,102.63,261.882,112.43,136.489,50.856,103.655,88019.93,208.624,88451.75,88.186,87716.523,328.134
100.666,29.425,102.625,269.218,112.494,144.023,50.856,112.742,88020.539,216.124,88451.711,95.686,87716.18,335.634
100.666,36.925,102.625,276.773,112.494,151.553,50.8,120.242,88021.086,223.624,88451.539,103.186,87715.813,343.134
100.583,44.425,102.571,284.273,112.641,159.053,50.565,128.093,88021.797,231.123,88450.984,110.685,87715.43,350.634
100.514,51.965,102.525,291.666,112.641,166.589,50.465,136.852,88021.797,238.623,88451.172,118.184,87715.039,358.134
100.346,59.51,102.409,299.115,112.729,174.089,50.274,144.893,88022.266,246.123,88451.398,125.684,87713.859,5.634
100.346,67.156,102.409,306.518,112.729,181.594,50.309,153.713,88022.156,253.622,88451.398,133.185,87713.477,13.134
100.308,74.656,102.157,314.018,112.82,189.094,50.062,161.043,88022.031,261.122,88451.695,140.685,87712.742,20.634
100.337,82.211,102.157,321.398,112.733,196.586,50.11,169.265,88021.984,268.623,88451.695,148.185,87713.078,28.134
100.349,89.655,102.157,328.898,112.653,204.101,50.183,176.696,88022.063,276.124,88452.734,155.685,87712.773,35.634
100.346,97.098,102.449,336.398,112.721,211.621,50.4,184.152,88022.344,283.624,88452.734,163.185,87713.047,43.134
100.373,104.429,102.352,343.965,112.839,219.095,50.254,191.794,88022.344,291.125,88453.492,170.685,87712.336,50.634
100.349,112.039,102.352,351.449,112.839,226.531,50.302,198.982,88022.719,298.625,88451.938,178.185,87712.336,58.134
100.314,119.486,102.352,358.949,112.839,234.031,50.302,206.607,88021.805,306.126,88449.984,185.685,87712.664,65.634
100.314,126.937,102.352,6.449,112.766,241.531,50.384,214.107,88020.484,313.625,88448.07,193.185,87712.781,73.134
100.26,134.437,102.352,13.949,112.705,249.12,50.499,222.042,88019.297,321.124,88446.609,200.685,87712.93,80.634
100.142,141.896,102.246,21.449,112.688,256.714,50.556,230.332,88017.68,328.623,88445.594,208.186,87712.914,88.133
100.009,149.326,102.148,28.97,112.688,264.263,50.665,238.136,88016.984,336.123,88445.594,215.686,87712.914,95.633
100.081,156.768,102.06,36.496,112.667,271.763,50.429,246.311,88016.25,343.622,88446.141,223.186,87712.914,103.133
100.236,164.29,101.989,44.029,112.642,279.162,50.156,252.371,88015.867,351.122,88446.617,230.686,87713.336,110.633
100.076,171.821,102.106,51.568,112.767,286.612,50.484,257.65,88017.43,358.622,88447.008,238.185,87713.148,118.134
99.995,179.305,102.156,58.981,112.88,294.257,50.68,267.444,88018.602,6.122,88447.648,245.685,87712.695,125.634
99.912,186.804,102.156,66.434,112.948,301.849,50.834,276.118,88019.367,13.622,88448,253.184,87712.43,133.133
99.997,194.311,102.156,73.934,112.874,309.391,50.689,284.395,88019,21.122,88448.281,260.683,87712.43,140.633
99.912,201.797,102.214,81.434,112.874,316.853,50.886,291.135,88019,28.622,88448.281,268.182,87711.477,148.133
99.991,209.318,102.214,88.824,112.874,324.353,50.82,299.725,88019,36.122,88448.344,275.682,87711.477,155.633
99.991,216.79,102.214,96.324,112.963,331.853,50.82,306.886,88018.734,43.622,88448.344,283.183,87711.836,163.133
100.105,224.29,102.222,103.824,112.87,339.376,50.513,314.386,88018.5,51.122,88448.203,290.683,87712.984,170.633
100.196,231.711,102.222,111.378,112.667,346.859,50.167,320.747,88018.5,58.622,88447.641,298.183,87712.984,178.133
100.26,239.121,102.181,118.878,112.667,354.336,50.074,327.218,88018.18,66.122,88447.406,305.682,87712.984,185.633
100.284,246.524,102.126,126.329,112.667,1.836,50.074,334.496,88018.18,73.623,88446.875,313.182,87713.75,193.133
100.284,253.972,102.126,133.784,112.667,9.336,49.98,341.996,88018.313,81.123,88446.281,320.681,87713.75,200.633
100.284,261.472,102.201,141.284,112.456,16.836,49.649,349.369,88018.289,88.622,88445.633,328.181,87713.75,208.133
100.272,268.972,102.124,148.819,112.357,24.365,49.559,356.556,88018.289,96.123,88445.289,335.681,87713.445,215.633
100.272,276.415,102.124,156.29,112.357,31.886,49.559,4.03,88018.289,103.623,88444.922,343.181,87713.719,223.133
100.312,283.915,102.201,163.79,112.276,39.386,49.559,11.53,88018.148,111.123,88444.164,350.681,87713.719,230.633
100.211,291.47,102.446,171.306,112.071,46.918,48.924,19.03,88017.773,118.623,88442.609,358.181,87714.125,238.133
100.211,298.864,102.697,178.831,112.134,54.529,48.746,27.556,88017.086,126.122,88441.438,5.681,87714.289,245.633
100.353,306.364,102.519,186.334,112.354,61.987,49.418,35.477,88014.711,133.622,88441.82,13.181,87713.805,253.132
100.353,313.956,102.26,193.846,112.46,69.309,49.936,40.967,88013.523,141.12,88440.359,20.681,87713.805,260.633
100.267,321.456,102.174,201.386,112.46,76.715,49.936,47.087,88012.875,148.619,88439.68,28.181,87713.82,268.133
100.45,328.92,102.097,208.906,112.513,84.215,50.359,54.587,88012.531,156.119,88439.984,35.681,87713.781,275.633
100.544,336.479,102.028,216.433,112.522,91.614,50.583,60.409,88012.898,163.619,88440.805,43.181,87713.875,283.133
100.445,344.001,101.973,223.966,112.515,99.064,50.658,66.846,88014.43,171.119,88441.984,50.681,87714.023,290.633
100.341,351.486,102.015,231.505,112.515,106.514,50.447,73.972,88016.391,178.619,88442.383,58.18,87713.828,298.133
100.448,358.977,101.985,238.961,112.515,114.014,50.644,82.651,88018.344,186.119,88442.859,65.679,87713.375,305.633
100.337,6.478,102.008,246.509,112.515,121.514,50.434,88.938,88019.875,193.619,88443.211,73.178,87712.844,313.133
100.113,13.985,102.065,253.958,112.617,129.014,50.023,97.661,88020.961,201.119,88443.141,80.678,87712.555,320.632
100.328,21.512,102.049,261.298,112.678,136.592,50.154,107.568,88020.625,208.619,88443.18,88.178,87712.234,328.132
100.429,28.971,102.049,268.853,112.552,144.127,50.311,113.903,88019.703,216.119,88443.148,95.677,87713.266,335.632
100.337,36.443,102.049,276.353,112.691,151.568,50.129,120.277,88019.438,223.619,88443.234,103.177,87713.266,343.132
100.42,43.977,102.102,283.853,112.691,159.116,50.238,129.175,88019.203,231.119,88443.508,110.677,87713.266,350.632
100.42,51.438,102.148,291.461,112.691,166.616,50.286,136.042,88019.797,238.62,88443.133,118.178,87712.477,358.132
100.474,58.938,102.205,299.012,112.602,174.116,50.361,143.257,88019.641,246.119,88443.133,125.677,87712.875,5.632
100.429,66.389,102.133,306.561,112.695,181.611,50.272,150.007,88019.977,253.619,88443.672,133.177,87712.484,13.132
100.429,73.941,102.133,314.016,112.695,189.109,50.302,158.122,88020.234,261.118,88443.969,140.678,87712.852,20.632
100.375,81.441,102.133,321.516,112.61,196.609,50.302,165.468,88020.258,268.617,88443.641,148.178,87712.852,28.132
100.362,89.053,102.228,329.016,112.532,204.124,50.393,172.968,88020.258,276.117,88442.266,155.678,87713.766,35.632
100.361,96.61,102.031,336.545,112.532,211.644,50.249,180.366,88019.883,283.617,88442.266,163.177,87713.492,43.132
100.346,104.166,102.031,344.001,112.532,219.144,50.249,187.858,88019.602,291.116,88441.508,170.677,87713.969,50.632
100.396,111.611,101.931,351.501,112.532,226.644,50.119,195.358,88018.477,298.615,88441.508,178.177,87714.172,58.132
100.509,119.217,101.828,358.992,112.532,234.144,49.973,202.539,88018.023,306.114,88441.898,185.677,87714.008,65.631
100.509,126.865,101.724,6.491,112.532,241.644,49.89,209.439,88018.023,313.614,88442.656,193.177,87714.125,73.132
100.618,134.365,101.831,13.998,112.562,249.144,49.847,216.559,88018.023,321.114,88442.656,200.677,87714.125,80.631
100.676,141.946,101.726,21.484,112.598,256.597,49.737,223.83,88018.023,328.614,88443,208.177,87714.156,88.131
100.741,149.48,101.63,29.005,112.614,263.999,49.534,230.803,88018.023,336.114,88442.383,215.677,87714.047,95.631
100.669,157.009,101.459,36.532,112.624,271.399,49.587,237.142,88017.656,343.614,88441.57,223.177,87714.047,103.13
100.441,164.487,101.459,44.098,112.676,278.949,49.925,244.958,88018.039,351.114,88440.633,230.678,87713.617,110.63
100.441,171.942,101.399,51.598,112.676,286.549,49.858,254.886,88018.039,358.614,88440.234,238.179,87713.43,118.129
100.522,179.442,101.253,59.142,112.676,294.049,49.658,262.018,88017.258,6.114,88440.391,245.679,87713.43,125.629
100.441,186.942,101.253,66.786,112.676,301.549,49.658,268.385,88017.633,13.614,88440.391,253.179,87713.164,133.129
100.441,194.449,101.181,74.286,112.604,309.049,49.471,275.885,88017.633,21.114,88440.602,260.679,87712.875,140.629
100.441,201.949,101.181,81.894,112.604,316.51,49.471,282.246,88019.648,28.614,88440.664,268.178,87712.875,148.129
100.362,209.449,101.2,89.394,112.689,324.01,49.686,289.746,88020.57,36.113,88440.461,275.677,87712.875,155.629
100.295,216.977,101.2,96.838,112.689,331.539,49.762,298.317,88021.383,43.613,88440.203,283.176,87712.508,163.129
100.236,224.511,101.2,104.338,112.875,339.039,50.074,306.149,88021.852,51.112,88440.063,290.675,87710.984,170.629
100.103,232.051,101.177,111.838,113.288,346.575,50.836,314.851,88022.648,58.612,88440.438,298.175,87710.195,178.128
100.07,239.685,101.262,119.286,113.288,354.122,50.748,324.386,88022.648,66.111,88440.438,305.675,87709.805,185.628
100.096,247.235,101.375,126.883,113.07,1.622,50.352,331.676,88022.422,73.611,88440.703,313.175,87709.805,193.129
100.111,254.682,101.442,134.473,113.182,9.125,50.263,338.296,88022.484,81.111,88441,320.676,87710.898,200.629
100.128,262.127,101.366,142.012,113.286,16.617,50.192,345.658,88022.5,88.611,88441.328,328.176,87711.57,208.128
100.128,269.458,101.366,149.478,113.286,24.102,50.192,353.065,88022.375,96.111,88442.359,335.676,87712.484,215.628
100.154,276.958,101.444,156.978,113.286,31.602,50.29,0.565,88022.008,103.61,88442.359,343.176,87712.758,223.128
100.114,284.515,101.524,164.5,113.209,39.102,49.907,8.062,88022.148,111.109,88442.359,350.676,87713.227,230.627
100.163,291.96,101.357,172.015,113.342,46.634,50.147,15.777,88021.961,118.609,88443.141,358.176,87712.828,238.127
100.163,299.512,101.186,179.499,113.221,54.061,50.147,22.97,88022.188,126.109,88441.969,5.676,87712.664,245.627
100.022,307.012,101.098,186.998,113.107,61.642,49.865,30.47,88022.719,133.609,88439.672,13.176,87713.023,253.128
100.022,314.421,101.098,194.505,113.107,69.231,49.865,38.551,88020.945,141.11,88438.945,20.677,87712.875,260.627
99.857,321.921,101.098,202.005,113.066,76.731,49.61,46.051,88018.68,148.609,88436.234,28.177,87712.898,268.127
99.585,329.351,101.023,209.505,113.066,84.279,49.339,54.388,88016.242,156.108,88432.867,35.678,87712.938,275.627
99.489,336.764,100.956,217.033,113.077,91.779,49.339,62.844,88012.195,163.607,88430.414,43.179,87712.844,283.127
99.489,344.241,100.851,224.567,113.084,99.229,49.339,70.344,88009.516,171.106,88428.766,50.681,87712.695,290.627
99.286,351.741,100.732,232.145,113.107,106.779,49.406,77.844,88008.727,178.606,88428.969,58.182,87712.695,298.127
98.87,359.225,100.763,239.779,113.145,114.327,49.093,84.961,88010.688,186.106,88428.969,65.682,87712.695,305.627
98.653,6.722,100.698,247.23,113.145,121.873,49.232,94.415,88012.977,193.606,88429.672,73.182,87713.492,313.127
98.542,14.235,100.64,254.886,113.145,129.373,49.42,101.132,88016.242,201.105,88430.383,80.681,87713.781,320.628
98.324,21.749,100.602,262.549,113.023,136.873,49.531,107.472,88018.258,208.605,88430.539,88.178,87714.102,328.128
98.22,29.292,100.599,270.217,113.085,144.304,49.473,114.217,88020.703,216.104,88430.273,95.676,87713.414,335.628
98.314,36.82,100.599,277.774,113.085,151.833,49.557,122.077,88022.336,223.603,88429.664,103.174,87713.047,343.128
98.314,44.286,100.571,285.274,113.085,159.333,49.499,128.903,88023.047,231.102,88429.391,110.672,87713.047,350.628
98.385,51.786,100.524,292.719,113.085,166.833,49.499,136.711,88023.047,238.601,88429.391,118.172,87713.438,358.128
98.502,59.24,100.647,300.167,113.085,174.333,49.665,144.211,88022.414,246.101,88429.156,125.672,87714.227,5.628
98.595,66.641,100.797,307.765,112.903,181.833,49.886,150.765,88021.852,253.602,88428.891,133.172,87714.992,13.127
98.595,74.035,100.965,315.354,112.903,189.336,49.959,157.033,88021.594,261.103,88428.891,140.672,87714.633,20.627
98.595,81.535,100.783,322.933,113.073,196.836,49.794,164.201,88021.594,268.604,88429.531,148.172,87714.633,28.127
98.607,89.035,100.592,330.365,113.151,204.307,49.702,172.152,88021.555,276.104,88430.227,155.672,87714.023,35.627
98.612,96.478,100.495,337.809,113.083,211.787,49.794,179.763,88021.648,283.604,88429.133,163.172,87713.75,43.128
98.589,103.863,100.399,345.288,113.023,219.313,49.897,187.26,88021.648,291.104,88427.617,170.672,87713.75,50.628
98.589,111.251,100.399,352.773,113.023,226.845,49.936,194.92,88021.648,298.604,88426.445,178.172,87713.344,58.128
98.51,118.751,100.502,0.273,113.023,234.345,50.083,202.53,88021.648,306.104,88424.102,185.672,87713.344,65.628
98.51,126.15,100.399,7.773,113.059,241.845,50.049,210.702,88020.594,313.604,88422.188,193.172,87712.984,73.128
98.346,133.65,100.184,15.281,113.029,249.301,50.049,217.979,88020.594,321.104,88419.641,200.672,87712.844,80.629
98.346,141.024,99.978,22.811,113.051,256.848,49.884,225.479,88018.648,328.604,88417.609,208.173,87712.789,88.13
98.215,148.524,99.883,30.355,113.035,264.299,49.975,231.764,88016.914,336.103,88415.773,215.673,87712.867,95.63
98.075,155.963,99.799,37.883,113.025,271.899,49.923,239.939,88015.445,343.602,88414.688,223.174,87713.141,103.131
98.002,163.416,99.799,45.418,113.025,279.349,49.923,247.068,88014.68,351.102,88413.742,230.675,87713.141,110.632
98.002,170.899,99.685,52.918,112.982,286.849,49.75,254.568,88015.07,358.602,88413.938,238.176,87713.711,118.132
97.76,178.399,99.732,60.509,112.982,294.3,50.026,260.837,88018.203,6.102,88413.938,245.675,87714.172,125.632
97.843,185.894,99.644,67.96,112.982,301.8,49.87,270.026,88020.875,13.602,88415,253.175,87715.484,133.133
97.755,193.388,99.718,75.565,113.128,309.3,50.126,276.671,88025.227,21.101,88415.422,260.673,87716.359,140.634
97.586,200.902,99.718,82.955,113.128,316.878,50.281,285.864,88027.578,28.6,88415.508,268.172,87717,148.134
97.667,208.444,99.698,90.455,112.962,324.378,50.007,294.18,88028.805,36.099,88415.273,275.671,87718.023,155.634
97.808,215.916,99.706,98.012,113.052,331.82,50.087,300.113,88029.344,43.599,88415.18,283.169,87718.023,163.135
97.867,223.347,99.729,105.455,113.052,339.343,49.776,307.983,88028.641,51.098,88415.18,290.669,87718.789,170.635
97.911,230.807,99.78,113.065,112.738,346.843,49.165,314.109,88027.445,58.599,88415.563,298.169,87719.18,178.135
