ia_rms,ia_ang,ib_rms,ib_ang,ic_rms,ic_ang,in_rms,in_ang,va_rms,va_ang,vb_rms,vb_ang,vc_rms,vc_ang
89.386,205.807,92.211,92.888,113.497,324.871,49.074,307.8,88026.695,36.094,88337.664,275.699,87717.242,155.684
89.464,213.251,92.226,100.511,113.497,332.343,49.151,313.709,88030.234,43.593,88336.789,283.197,87716.875,163.184
89.527,220.715,92.235,107.89,113.402,339.843,48.795,321.499,88033.078,51.091,88334.844,290.694,87717.641,170.684
89.527,228.174,92.235,115.449,113.402,347.325,48.878,327.978,88035.266,58.588,88332.594,298.191,87716.852,178.184
89.608,235.674,92.324,122.949,113.402,354.825,48.617,335.694,88035.734,66.086,88331.211,305.688,87715.281,185.684
89.582,243.068,92.382,130.552,113.402,2.325,48.52,342.681,88035.617,73.585,88330.406,313.187,87714.898,193.185
89.582,250.625,92.521,138.098,113.065,9.825,48.103,350.057,88035.43,81.085,88330.406,320.686,87714.898,200.685
89.582,258.125,92.446,145.68,112.957,17.351,48.103,357.259,88035.367,88.586,88331.383,328.186,87714.219,208.185
89.571,265.625,92.529,153.146,112.957,24.866,47.941,4.759,88035.492,96.088,88332.422,335.687,87714.828,215.685
89.547,272.997,92.287,160.674,113.047,32.366,48.248,12.332,88035.398,103.588,88332.781,343.187,87714.289,223.185
89.547,280.433,92.118,168.112,112.969,39.839,48.428,19.558,88034.266,111.088,88330.883,350.687,87714.055,230.685
89.6,287.933,91.861,175.587,112.969,47.371,48.887,26.776,88032.391,118.586,88328.547,358.187,87713.852,238.185
89.482,295.494,91.595,183.073,113.028,54.871,48.964,33.356,88028.75,126.084,88323.469,5.687,87713.688,245.685
89.271,302.878,91.254,190.583,113.028,62.33,49.065,40.633,88024.531,133.581,88317.352,13.187,87713.688,253.186
89.122,310.216,90.912,198.129,112.981,69.83,49.151,47.87,88018.93,141.078,88310.797,20.688,87713.617,260.685
88.957,317.618,90.833,205.706,112.941,77.377,48.964,55.072,88014.086,148.575,88305.734,28.19,87713.602,268.186
88.617,325.031,90.625,213.234,112.941,84.926,48.878,63.236,88011.664,156.073,88302.984,35.692,87713.602,275.686
88.441,332.383,90.392,220.837,112.95,92.426,49.158,71.099,88011.297,163.572,88303.258,43.193,87713.883,283.186
88.165,339.823,90.306,228.502,112.943,99.876,49.158,77.076,88012.445,171.072,88303.023,50.693,87713.734,290.687
87.972,347.256,90.194,236.096,112.873,107.327,49.494,84.576,88012.055,178.572,88302.828,58.193,87713.93,298.186
87.872,354.727,90.061,243.806,112.755,114.683,49.936,90.081,88010.875,186.072,88302.664,65.693,87714.383,305.687
87.444,2.221,90.03,251.705,112.852,122.045,49.778,94.378,88010.109,193.572,88302.078,73.193,87714.383,313.187
87.102,9.731,90.011,259.326,112.8,129.631,49.845,103.073,88009.383,201.072,88301.859,80.695,87714.68,320.687
86.758,17.264,90,267.013,112.8,137.092,49.845,110.183,88011.07,208.573,88301.906,88.195,87716.273,328.187
86.758,24.823,90.001,274.704,112.8,144.592,49.897,117.683,88015.359,216.072,88301.609,95.695,87717.641,335.688
86.656,32.323,90.001,282.267,112.87,152.092,49.833,124.828,88021.359,223.57,88300.219,103.193,87717.641,343.188
86.753,39.858,90.062,289.767,112.796,159.616,49.943,132.981,88027.516,231.066,88297.297,110.689,87718.406,350.688
86.833,47.316,90.013,297.387,112.796,167.098,49.943,139.893,88032.289,238.561,88292.984,118.184,87718.406,358.188
86.975,54.768,89.943,304.83,112.796,174.598,50,147.393,88034.813,246.056,88289.297,125.679,87717.617,5.688
86.921,62.16,90.02,312.278,112.519,182.098,50.076,154.675,88034.813,253.552,88287.156,133.175,87716.469,13.189
86.962,69.718,90.198,319.825,112.055,189.604,50.252,161.646,88034.242,261.052,88287.75,140.674,87715.734,20.689
86.932,77.157,90,327.407,111.968,197.146,50.213,168.192,88034.109,268.555,88291.641,148.174,87714.727,28.189
86.915,84.721,89.899,334.838,112.049,204.661,50.158,175.78,88034.773,276.057,88296.484,155.676,87714.422,35.689
86.919,92.286,90.108,342.311,111.98,212.14,50.322,183.343,88036.18,283.561,88300.141,163.177,87714.961,43.189
86.934,99.721,90,349.85,112.037,219.667,50.151,190.944,88036.742,291.065,88302.414,170.678,87714.492,50.689
87.009,107.35,89.582,357.339,112.135,227.134,49.858,198.201,88036.188,298.566,88303.195,178.178,87713.688,58.189
87.042,115.039,89.473,4.827,112.174,234.56,49.727,204.692,88034.594,306.065,88300.07,185.678,87713.359,65.69
87.042,122.598,89.473,12.332,112.174,242.019,49.727,211.696,88030.914,313.564,88293.586,193.178,87713.234,73.191
86.953,130.098,89.169,19.832,112.121,249.519,49.819,219.196,88025.023,321.061,88284.141,200.679,87713.234,80.691
86.858,137.498,88.789,27.397,112.085,257.114,49.819,227.202,88014.406,328.558,88272.688,208.182,87713.188,88.191
86.587,144.908,88.2,35.016,112.092,264.712,49.688,234.702,88000.555,336.054,88261.703,215.686,87713.227,95.692
86.018,152.218,87.418,42.776,112.081,272.162,49.529,241.234,87983.688,343.55,88249.789,223.191,87713.039,103.192
87.679,159.374,90.294,50.81,112.108,279.611,49.355,247.704,87838.352,351.047,88162.039,230.699,87705.898,110.691
118.247,165.085,126.792,62.438,112.108,287.161,48.92,253.416,87357.539,358.531,87947.008,238.273,87676.984,118.18
187.689,167.812,203.089,83.915,112.052,294.661,48.326,256.934,86529.352,6.023,87691.945,246.038,87623.258,125.645
276.333,160.929,296.615,117.177,111.921,302.115,47.829,259.405,85488.82,13.587,87520,254.046,87559.359,133.096
368.041,33.961,391.128,146.932,111.774,309.529,47.251,262.98,84448.508,21.282,87505.203,262.278,87525.344,140.551
455.804,16.788,481.782,165.314,112.028,316.951,47.331,267.62,83637.102,29.109,87610.234,270.605,87561.352,148.032
539.714,16.699,569.832,176.835,112.663,324.555,47.555,275.48,83139.836,36.965,87759.094,278.821,87674.984,155.547
619.417,18.73,654.052,185.06,113.441,332.259,47.555,284.053,82939.117,44.745,87883.297,286.824,87816.617,163.081
692.795,21.444,732.222,191.579,114.152,339.946,47.401,291.553,82943.898,52.384,87932.273,294.597,87915.445,170.609
756.041,24.533,799.305,197.183,114.568,347.566,47.316,298.382,83021.055,59.88,87887.063,302.174,87926.805,178.119
806.485,27.944,852.532,202.353,114.466,355.108,47.401,305.563,83137.039,67.298,87709.344,309.621,87862.969,185.62
843.698,31.715,891.309,207.401,113.939,2.604,47.824,313.357,83272.328,74.64,87383.438,316.96,87771.711,193.124
867.519,35.906,916.172,212.54,113.622,10.115,48.868,321.888,83408.805,81.889,86910.57,324.227,87714.68,200.637
879.549,40.618,929.005,217.965,113.413,17.642,50.071,331.274,83526.445,89.016,86270.078,331.461,87721.758,208.151
883.128,46.01,933.395,223.85,113.413,25.172,50.493,340.325,83565.633,95.958,85464.039,338.683,87786.531,215.649
883.22,52.276,933.662,230.387,113.323,32.672,49.946,348.354,83471.523,102.731,84498.031,345.928,87878.117,223.118
884.486,59.62,934.274,237.718,113.562,40.199,49.856,355.461,83209.734,109.387,83390.914,353.231,87953.109,230.561
891.548,68.159,939.999,246.049,113.631,47.602,49.663,2.935,82777.555,115.991,82198.461,0.624,87990.258,238.001
910.416,78.192,957.103,255.621,113.459,55.065,49.828,10.469,82196,122.627,80963.688,8.134,87993.508,245.462
948.14,90.007,992.887,266.764,113.112,62.689,49.635,17.85,81482.281,129.327,79729.5,15.775,87984.438,252.958
1009.518,103.743,1052.9,279.604,112.905,70.501,50.356,25.553,80628.477,136.094,78533.625,23.555,87979.93,260.476
1095.56,118.792,1137.644,293.822,112.71,78.238,50.843,32.091,79605.453,142.91,77401.453,31.483,87980.891,267.992
1203.582,133.94,1244.741,308.444,112.603,86.034,51.202,38.764,78419.625,149.759,76388.922,39.572,87973.953,275.479
1330.56,147.914,1371.553,322.349,112.578,93.785,51.202,45.498,77105.055,156.674,75533.398,47.807,87945.633,282.928
1473.997,160.108,1516.03,334.841,112.634,101.536,51.271,52.998,75732.594,163.697,74852.141,56.15,87892.336,290.347
1631.069,170.49,1675.495,345.72,112.761,109.283,51.197,60.254,74397.063,170.865,74342.438,64.547,87823.313,297.754
1798.265,179.316,1846.309,355.094,112.838,117.02,51.349,68.02,73163.32,178.192,73990.461,72.943,87758.07,305.17
1971.621,186.906,2023.377,3.21,112.788,124.609,51.696,74.955,72070.391,185.661,73786.914,81.313,87714.398,312.61
2146.104,193.557,2200.741,10.33,112.894,132.068,51.418,80.705,71147.766,193.247,73720.609,89.632,87699.234,320.078
2316.688,199.513,2374.42,16.7,112.894,139.643,51.251,89.701,70417.289,200.922,73766.375,97.866,87707.859,327.57
2479.958,204.979,2540.291,22.518,112.958,147.143,50.984,98.11,69917,208.651,73873.586,105.971,87732.289,335.074
2633.3,210.105,2696.778,27.948,113.029,154.67,50.984,107.699,69662.273,216.376,73975.672,113.9,87764.477,342.581
2775.61,215.013,2842.387,33.108,113.337,162.191,50.624,115.199,69637.836,224.028,74001.703,121.632,87786.672,350.088
2905.135,219.779,2975.458,38.1,113.337,169.752,50.479,125.364,69788.047,231.547,73887.352,129.172,87786.672,357.59
3021.127,224.484,3094.531,42.997,113.253,177.252,50.103,133.813,70039.813,238.902,73590.148,136.543,87752.203,5.09
3122.202,229.179,3198.282,47.869,113.079,184.75,49.991,143.536,70325.164,246.093,73091.828,143.787,87698.445,12.592
3207.308,233.934,3285.713,52.775,112.909,192.258,49.808,152.169,70592.125,253.126,72393.156,150.958,87658.938,20.1
3276.218,238.802,3356.638,57.78,112.662,199.779,49.661,160.889,70790.922,259.992,71498.031,158.11,87666.023,27.61
3329.507,243.84,3411.49,62.936,112.427,207.33,49.64,169.05,70871.156,266.681,70398.914,165.288,87725.211,35.107
3368.276,249.1,3451.502,68.298,112.361,214.9,49.362,176.966,70782.039,273.183,69077.789,172.531,87813.531,42.579
3394.373,254.631,3478.621,73.92,112.479,222.429,49.083,184.613,70480.484,279.505,67522.203,179.878,87896.867,50.025
3409.927,260.48,3495.027,79.84,112.479,229.861,49.067,191.9,69939.648,285.682,65749.07,187.375,87952.305,57.459
3417.583,266.692,3503.181,86.093,112.479,237.361,48.938,199.355,69151.164,291.763,63824.688,195.075,87973.445,64.902
3420.09,273.287,3505.969,92.727,112.414,244.861,48.833,206.497,68126.875,297.806,61852.957,203.024,87972.969,72.373
3420.264,280.283,3506.21,99.747,112.35,252.452,48.833,213.711,66888.906,303.871,59948.328,211.247,87967.422,79.874
3420.682,287.672,3506.49,107.143,112.294,260.096,48.833,221.211,65467.855,310.006,58213.586,219.736,87966.164,87.394
3423.407,295.413,3508.948,114.885,112.314,267.845,49.281,228.711,63893.438,316.253,56713.188,228.452,87966.086,94.913
3430.045,303.446,3515.42,122.905,112.435,275.849,49.441,237.521,62193.863,322.639,55477.707,237.326,87953.664,102.413
3442.094,311.684,3527.227,131.134,112.685,283.701,50.129,245.576,60587.613,329.179,54625.762,246.283,87920.234,109.879
3459.767,319.976,3544.696,139.401,112.933,291.543,50.843,255.726,59442.809,335.949,54232.203,255.131,87875.758,117.321
3482.567,328.175,3566.992,147.577,113.298,299.277,52.115,266.522,58870.66,343.029,54141.129,263.602,87832.891,124.765
3509.592,336.239,3593.659,155.618,113.564,307.04,52.867,279.012,58767.5,350.37,54142.543,271.599,87798.117,132.224
3540.33,344.16,3624.011,163.531,113.862,314.699,53.743,289.84,58893.418,357.852,54099.246,279.152,87749.258,139.698
3573.956,351.946,3657.144,171.317,113.862,322.341,54.672,299.832,58973.383,5.357,54027.824,286.444,87651.023,147.17
3609.032,359.594,3691.523,178.97,113.673,329.841,55.699,309.211,58913.105,12.849,53979.008,293.737,87487.32,154.628
3644.018,7.101,3726.084,186.487,113.173,337.291,56.385,318.508,58730.406,20.364,53972.332,301.134,87295.43,162.077
3677.847,14.477,3759.396,193.879,112.752,344.694,57.294,327.101,58522.07,27.933,53994.258,308.623,87130.086,169.536
3710.202,21.738,3791.211,201.161,112.536,352.141,58.502,335.794,58419.773,35.542,53989.051,316.151,87026.93,177.017
3740.535,28.894,3821.384,208.341,112.748,359.627,59.505,344.315,58403.02,43.115,53958.371,323.646,86974.672,184.513
3768.181,35.953,3848.995,215.424,113.169,7.128,60.61,352.365,58437.707,50.631,53899.223,331.122,86946.102,192.016
3792.467,42.925,3873.394,222.418,113.487,14.603,61.331,0.104,58483.465,58.087,53806.422,338.588,86914.133,199.52
3812.646,49.818,3893.719,229.331,113.487,22.065,61.57,7.602,58499.973,65.509,53719.199,346.05,86870.203,207.027
3828.051,56.64,3909.229,236.175,113.298,29.565,62.417,15.055,58502.164,72.97,53629.398,353.527,86817.391,214.543
3838.178,63.406,3919.49,242.972,113.298,37.115,63.868,22.157,58504.949,80.462,53513.43,1.016,86765.586,222.067
3843.063,70.146,3924.585,249.752,113.298,44.615,65.159,28.672,58506.777,87.945,53336.586,8.518,86730.531,229.598
3843.177,76.905,3924.98,256.547,113.298,52.115,66.032,35.113,58478.191,95.36,53043.859,16.046,86718.164,237.125
3838.878,83.697,3920.949,263.37,113.532,59.615,67.064,41.726,58379.094,102.63,52666.289,23.634,86722.32,244.638
3830.045,90.511,3912.346,270.21,113.668,66.942,67.447,48.024,58203.227,109.768,52276.191,31.302,86729.953,252.132
3816.555,97.33,3898.88,277.047,113.632,74.304,67.12,54.969,57999.109,116.856,51960.73,39.041,86731.758,259.617
3798.535,104.15,3880.897,283.875,113.607,81.852,66.819,62.961,57852.438,124.007,51779.332,46.798,86730.563,267.11
3776.637,110.983,3859.173,290.719,113.568,89.401,66.746,70.998,57787.781,131.311,51692.836,54.495,86734.93,274.627
3751.379,117.853,3834.326,297.603,113.577,97.052,67.006,78.641,57773.398,138.743,51650.5,62.119,86746.016,282.161
3723,124.772,3806.363,304.542,113.613,104.701,67.321,85.55,57737.637,146.231,51616.832,69.701,86754.617,289.694
3691.549,131.745,3775.175,311.534,113.678,112.297,67.499,92.3,57610.207,153.709,51583.582,77.292,86747.258,297.21
3657.079,138.774,3740.92,318.577,113.719,119.89,67.698,99.349,57401.492,161.149,51563.605,84.924,86717.055,304.7
3620.231,145.859,3704.268,325.675,113.82,127.433,67.875,106.403,57176.816,168.582,51561.969,92.574,86665.695,312.171
3581.923,153.01,3666.673,332.835,113.992,135.012,68.085,113.469,57000.371,176.039,51571.98,100.202,86602.539,319.633
3543.515,160.233,3628.74,340.068,114.364,142.618,68.05,120.273,56893.84,183.527,51583.129,107.788,86535.375,327.097
3505.63,167.534,3592.016,347.375,114.497,150.298,68.292,127.904,56814.148,191.034,51593.574,115.331,86464.055,334.568
3469.405,174.912,3556.111,354.757,114.569,157.848,68.339,134.434,56720.391,198.549,51607.477,122.857,86382.219,342.045
3434.481,182.364,3521.576,2.21,114.491,165.366,68.406,141.714,56594.18,206.081,51632.074,130.381,86290.523,349.528
3401.566,189.885,3488.479,9.729,114.654,172.854,68.361,148.829,56451.117,213.643,51672.543,137.913,86191.672,357.017
3370.135,197.471,3457.378,17.312,114.822,180.366,68.381,156.568,56324.234,221.236,51723.711,145.453,86104.5,4.514
3341.347,205.12,3429.009,24.954,115.082,187.865,68.387,163.945,56237.18,228.844,51776.176,152.993,86039.531,12.018
3315.89,212.823,3404.292,32.647,115.424,195.345,68.412,171.359,56187.168,236.441,51818.898,160.523,85995.055,19.527
3294.26,220.568,3383.163,40.377,115.748,202.793,68.428,178.74,56160.016,244.015,51845.84,168.04,85958.102,27.038
3276.44,228.343,3366.005,48.136,115.748,210.217,68.461,186.23,56140.094,251.57,51857.898,175.546,85915.469,34.55
3262.503,236.137,3352.307,55.909,115.879,217.717,68.466,193.907,56124.02,259.129,51865.832,183.047,85861.773,42.07
3251.95,243.936,3342,63.693,115.764,225.158,68.571,201.527,56116,266.708,51873.617,190.547,85806.75,49.602
3244.749,251.737,3334.737,71.474,115.669,232.727,68.616,209.586,56119.445,274.306,51882.156,198.045,85761.305,57.145
3240.366,259.522,3330.251,79.249,115.669,240.305,68.616,217.339,56130.785,281.903,51887.16,205.542,85732.477,64.691
3238.367,267.288,3328.117,87.006,115.641,247.805,68.638,224.839,56141.73,289.476,51883.809,213.039,85718.648,72.231
3238.245,275.029,3327.834,94.739,115.624,255.35,68.676,232.46,56146.648,297.014,51874.617,220.542,85713.688,79.759
3239.489,282.736,3328.929,102.441,115.619,262.898,68.791,240.095,56142.816,304.525,51858.48,228.051,85713.016,87.278
3241.917,290.417,3331.222,110.116,115.619,270.446,68.74,248.043,56130.352,312.019,51836.266,235.573,85715.125,94.791
3245.533,298.084,3334.667,117.779,115.67,277.946,68.939,255.384,56111.383,319.505,51811.012,243.113,85721.266,102.304
3250.137,305.742,3339.306,125.43,115.67,285.543,68.826,263.551,56083.594,326.988,51788.164,250.673,85732.188,109.821
3255.82,313.383,3344.841,133.073,115.725,293.043,68.952,270.709,56047.293,334.47,51772.438,258.25,85746.672,117.341
3261.981,321.01,3351.174,140.696,115.598,300.588,68.419,278.553,56005.723,341.952,51767.301,265.835,85760.836,124.859
3268.594,328.613,3357.861,148.301,115.74,308.004,68.484,284.685,55965.996,349.438,51769.793,273.408,85767.945,132.373
3275.708,336.194,3364.965,155.882,115.899,315.581,68.484,292.352,55937.578,356.931,51774.051,280.961,85763.359,139.878
3283.499,343.756,3372.563,163.444,115.985,323.149,68.671,299.852,55921.77,4.429,51775.297,288.486,85744.375,147.376
3291.643,351.3,3380.868,170.987,115.895,330.679,68.406,307.651,55908.863,11.93,51770.75,295.99,85713.883,154.867
3300.257,358.824,3389.042,178.512,116.084,338.155,68.864,314.74,55893.234,19.433,51762.75,303.48,85673.398,162.358
3309.097,6.327,3397.358,186.016,116.084,345.691,69.337,322.848,55866.957,26.939,51754.281,310.967,85628.813,169.849
3317.658,13.809,3405.577,193.5,115.983,353.191,69.541,330.86,55835.465,34.453,51749.469,318.457,85582.852,177.344
3325.697,21.268,3413.395,200.963,115.879,0.685,69.638,338.524,55808.352,41.976,51744.527,325.952,85539.727,184.842
3333.332,28.709,3420.891,208.407,115.879,8.186,69.751,346.085,55788.68,49.501,51738.547,333.449,85498.477,192.345
3340.393,36.129,3427.904,215.831,115.773,15.686,69.528,353.626,55776.285,57.025,51724.898,340.945,85458.75,199.851
3346.713,43.531,3434.183,223.235,115.673,23.199,69.421,1.088,55768.922,64.546,51702.809,348.44,85417.805,207.36
3352.2,50.915,3439.525,230.623,115.673,30.718,69.625,8.591,55763.492,72.063,51672.563,355.935,85373.906,214.875
3356.613,58.282,3443.908,237.996,115.421,38.218,69.216,16.041,55760.332,79.581,51631.789,3.433,85328.445,222.395
3359.974,65.637,3447.135,245.355,115.185,45.81,69.216,23.729,55759.641,87.102,51584.113,10.935,85283.656,229.924
3362.111,72.976,3449.206,252.703,115.05,53.415,69.216,31.229,55760.527,94.621,51526.891,18.446,85244.148,237.46
3362.968,80.307,3450.018,260.041,114.931,60.994,69.216,38.729,55759.262,102.133,51456.664,25.967,85213.5,245.001
3362.593,87.635,3449.64,267.377,114.839,68.58,69.388,46.229,55748.438,109.626,51372.238,33.505,85192.898,252.545
3361.092,94.963,3448.156,274.714,114.746,76.172,69.317,53.485,55718.703,117.092,51275.813,41.068,85182.469,260.087
3358.581,102.3,3445.699,282.057,114.666,83.816,69.252,61.121,55663.934,124.53,51176.629,48.662,85180.547,267.627
3354.994,109.646,3442.348,289.41,114.65,91.512,69.64,68.77,55587.883,131.948,51090.023,56.288,85185.148,275.16
3350.515,116.997,3437.921,296.774,114.666,99.111,69.71,75.483,55504.07,139.364,51023.563,63.931,85194.977,282.691
3345.067,124.359,3432.535,304.143,114.735,106.708,69.643,82.819,55424.414,146.794,50980.219,71.577,85209.289,290.219
3338.575,131.732,3426.317,311.521,114.846,114.35,69.774,90.487,55350.969,154.243,50956.18,79.212,85226.891,297.745
3331.32,139.114,3419.132,318.911,115.029,121.984,69.774,97.649,55277.824,161.708,50946.898,86.832,85242.711,305.267
3323.311,146.511,3411.055,326.313,115.252,129.651,69.503,105.149,55197.609,169.183,50950.078,94.441,85251.43,312.782
3314.417,153.924,3402.371,333.728,115.375,137.302,69.554,113.461,55105.715,176.668,50963.949,102.044,85248.531,320.289
3305.041,161.353,3393.142,341.16,115.375,144.868,69.627,120.806,55008.285,184.162,50985.645,109.635,85231.289,327.787
3295.553,168.801,3383.596,348.61,115.514,152.368,69.585,128.016,54914.348,191.67,51011.648,117.211,85202.625,335.28
3285.595,176.27,3374.209,356.079,115.664,159.914,69.679,135.649,54829.414,199.19,51038.5,124.771,85164.438,342.771
3275.734,183.759,3364.601,3.568,115.823,167.447,69.704,142.793,54754.703,206.721,51063.777,132.315,85118.078,350.263
3266.115,191.27,3355.044,11.078,115.992,174.968,69.704,150.19,54687.547,214.26,51084.613,139.846,85064.891,357.757
3257.114,198.801,3345.884,18.608,116.078,182.477,69.692,157.69,54627.23,221.807,51098.664,147.365,85002.914,5.256
3248.56,206.352,3337.442,26.158,116.168,189.975,69.7,165.255,54574.461,229.363,51107.039,154.875,84933.797,12.76
3240.614,213.923,3329.314,33.725,116.08,197.466,69.7,172.712,54528.121,236.926,51110.328,162.38,84861.625,20.27
3233.643,221.512,3322.101,41.312,115.996,204.981,69.687,180.212,54491.367,244.5,51110.703,169.881,84789.531,27.788
3227.666,229.114,3315.685,48.913,115.996,212.501,69.635,187.71,54465.941,252.08,51108.402,177.381,84723.195,35.314
3222.581,236.728,3310.627,56.531,115.804,220.001,69.709,195.121,54451.668,259.664,51100.734,184.881,84666.625,42.846
3218.65,244.356,3306.587,64.152,115.804,227.595,69.709,202.842,54448.125,267.248,51090.207,192.382,84618.883,50.381
3215.895,251.991,3303.732,71.784,115.759,235.095,69.755,210.342,54452.898,274.825,51075.414,199.884,84580.398,57.92
3214.317,259.629,3302.067,79.418,115.649,242.635,69.845,218.014,54463.797,282.394,51058.195,207.39,84552.875,65.462
3213.881,267.263,3301.555,87.048,115.554,250.265,70,226.044,54428.824,289.953,50949.004,214.9,84536.781,73.001
3213.824,274.862,3301.534,94.644,115.527,257.949,70.085,234.171,54276.703,297.322,50692.859,222.492,84528.008,80.536
3212.223,282.32,3300.133,102.106,115.532,265.545,70.338,241.954,53974.582,304.352,50345.379,230.31,84526.602,88.071
3206.947,289.541,3295.211,109.325,115.497,272.996,70.388,250.231,53499.02,311.092,50070.109,238.538,84533.117,95.608
3196.23,296.484,3284.815,116.269,115.303,280.154,70.635,257.897,52876.465,317.66,49967.527,247.226,84543.984,103.146
3178.525,303.182,3267.305,122.959,114.89,287.027,71.486,266.088,52179.375,324.284,50023.898,256.256,84537.859,110.675
3152.433,309.685,3241.416,129.444,114.187,293.775,72.188,275.707,51470.293,331.09,50191.73,265.393,84524.961,118.165
3117.397,316.043,3206.337,135.789,113.342,300.414,73.203,284.786,50748.582,338.081,50423.352,274.443,84510.375,125.648
3073.257,322.321,3161.967,142.051,112.074,307.053,74.272,294.647,50024.004,345.207,50692.926,283.27,84515.289,133.134
3020.361,328.588,3109.05,148.295,110.448,313.502,74.752,304.172,49336.316,352.459,50972.152,291.84,84549.875,140.638
2959.717,334.904,3048.711,154.595,108.55,319.842,74.752,312.514,48760.406,359.839,51250.504,300.15,84590.797,148.157
2893.24,341.34,2982.172,161.017,106.501,326.219,74.911,320.014,48352.816,7.337,51509.695,308.247,84626.586,155.675
2822.748,347.969,2911.805,167.628,103.978,332.664,74.733,327.732,48120.66,14.903,51717.191,316.164,84652.742,163.186
2750.563,354.863,2839.801,174.504,101.301,339.133,74.83,335.05,48062.465,22.478,51842.441,323.917,84691.641,170.691
2679.239,2.089,2768.679,181.709,98.459,345.804,74.83,342.622,48113.363,30.005,51817.809,331.534,84762.719,178.196
2611.563,9.704,2700.853,189.304,95.408,352.709,75.019,350.122,48278.625,37.472,51642.883,339.016,84866.234,185.697
2549.626,17.744,2638.914,197.328,91.944,359.88,74.098,357.679,48545.367,44.834,51315.059,346.427,84964.188,193.19
2495.852,26.218,2585.021,205.785,88.46,7.374,73.228,5.109,48904.691,52.052,50853.652,353.819,85050.156,200.675
2452.091,35.076,2541.167,214.637,85.273,15.279,72.851,12.768,49312.449,59.077,50259.137,1.249,85098.477,208.154
2419.132,44.211,2508.259,223.779,82.522,23.578,72.656,20.428,49711.563,65.899,49535.836,8.768,85125.867,215.636
2396.869,53.462,2485.995,233.051,80.299,32.188,72.656,28.056,50056.559,72.539,48710.211,16.429,85137.023,223.123
2383.866,62.634,2473.18,242.257,78.36,41.009,72.265,35.556,50315.59,79.031,47826.281,24.292,85142.133,230.616
2378.05,71.537,2467.446,251.194,76.873,50.021,71.75,43.483,50472.145,85.411,46942.797,32.401,85141.727,238.112
2376.65,80.019,2466.097,259.711,75.762,59.07,71.293,51.754,50518.262,91.712,46114.676,40.774,85132.242,245.612
2376.693,87.979,2466.102,267.705,75.15,67.961,71.382,59.994,50457.105,97.951,45393.336,49.395,85103.5,253.126
2375.247,95.375,2464.57,275.145,75.004,76.497,72.02,67.331,50271.797,104.047,44811.16,58.171,85076.164,260.691
2369.544,102.207,2458.686,282.031,75.03,84.332,72.361,73.456,49934.02,109.908,44383.238,66.954,85078.594,268.319
2357.184,108.516,2445.63,288.376,75.168,91.746,72.361,80.068,49416.273,115.458,44103.398,75.576,85131.234,276.008
2335.52,114.349,2422.988,294.219,75.254,98.644,72.748,87.568,48698.719,120.681,43956.426,83.928,85230.133,283.736
2302.369,119.731,2388.371,299.616,75.12,104.948,73.264,94.143,47786.449,125.648,43916.777,91.948,85356.094,291.462
2256.029,124.708,2339.761,304.599,74.661,110.598,73.798,100.348,46704.383,130.451,43949.488,99.613,85470.898,299.157
2194.958,129.331,2275.871,309.214,73.852,115.614,74.082,106.567,45487.602,135.182,44021.801,106.942,85559.586,306.791
2117.927,133.637,2196.012,313.497,72.601,120.26,74.985,113.351,44181.109,139.921,44098.215,113.932,85628.891,314.371
2025.303,137.652,2099.896,317.506,71.071,124.537,75.547,118.407,42832.914,144.721,44135.559,120.586,85691.492,321.92
1917.309,141.436,1988.575,321.271,69.318,128.851,76.272,124.381,41484.098,149.644,44090.82,126.941,85785.953,329.454
1795.1,145.018,1862.556,324.839,67.314,132.965,77.145,129.762,40165.645,154.757,43920.727,133.034,85907.891,336.992
1660.229,148.429,1723.282,328.232,64.853,136.868,78.042,134.908,38900.809,160.139,43588.496,138.923,86049.43,344.528
1514.037,151.702,1572.362,331.477,61.964,140.541,78.935,140,37718.762,165.865,43069.469,144.674,86171.203,352.054
1358.093,154.852,1412.199,334.589,58.474,144.117,80.051,144.912,36663.285,172.037,42360.539,150.369,86262.773,359.565
1195.239,157.897,1244.509,337.607,54.762,147.314,81.151,148.924,35780.539,178.767,41473.648,156.1,86342.094,7.066
1027.894,160.865,1071.223,340.534,50.256,150.384,81.594,152.985,35100.652,186.147,40424.277,161.97,86439.242,14.559
859.671,163.793,896.341,343.358,45.794,153.366,82.376,158.551,34636.605,194.217,39233.902,168.086,86603.563,22.042
693.183,166.702,723.471,346.13,41.327,156.207,83.171,163.766,34367.457,202.913,37919.105,174.562,86879.625,29.499
533.276,169.639,556.993,348.862,37.648,158.926,84.238,168.984,34252.758,212.046,36504.547,181.539,87295.25,36.899
385.743,172.698,401.007,351.608,34.814,161.552,84.827,174.392,34236.285,221.302,35030.109,189.204,87858.188,44.205
257.964,176.149,261.205,354.432,32.36,164.693,85.452,181.198,34258.539,230.302,33549.895,197.782,88566.656,51.382
