>DATE(0/DATE), TIME(1/TIME),LINE_IL1-RMS(4/A),LINE_IL1-Ang(4/Degree),LINE_IL2-RMS(4/A),LINE_IL2-Ang(4/Degree),LINE_IL3-RMS(4/A),LINE_IL3-Ang(4/Degree),LINE_IN-RMS(4/A),LINE_IN-Ang(4/Degree),LINE_UL1-RMS(4/V),LINE_UL1-Ang(4/Degree),LINE_UL2-RMS(4/V),LINE_UL2-Ang(4/Degree),LINE_UL3-RMS(4/V),LINE_UL3-Ang(4/Degree),LINE_UN-RMS(4/V),LINE_UN-Ang(4/Degree),REM_BUS_IL2_D-RMS(4/A),REM_BUS_IL2_D-Ang(4/Degree),REM_BUS_IL3_D-RMS(4/A),REM_BUS_IL3_D-Ang(4/Degree),REM_BUS_IN_D-RMS(4/A),REM_BUS_IN_D-Ang(4/Degree),L3D-IDL1-RMS(4/one),L3D-IDL1-Ang(4/Degree),L3D-IDL2-RMS(4/one),L3D-IDL2-Ang(4/Degree),L3D-IDL3-RMS(4/one),L3D-IDL3-Ang(4/Degree),L3D-IBIAS-RMS(4/A),L3D-IBIAS-Ang(4/Degree),L3D-IDL1MAG-RMS(4/A),L3D-IDL1MAG-Ang(4/Degree),L3D-IDL2MAG-RMS(4/A),L3D-IDL2MAG-Ang(4/Degree),L3D-IDL3MAG-RMS(4/A),L3D-IDL3MAG-Ang(4/Degree),L3D-IDNSMAG-RMS(4/A),L3D-IDNSMAG-Ang(4/Degree)
02/02/2024,00:49:20.847368,225.657,0.000,462.059,180.000,260.917,0.000,28.397,0.000,51955.219,180.000,128113.734,0.000,70038.813,180.000,6114.708,0.000,452.527,0.000,225.480,180.000,24.098,180.000,25.497,180.000,9.540,180.000,35.412,0.000,326.110,0.000,26.743,0.000,28.854,0.000,30.412,0.000,0.000,0.000
02/02/2024,00:49:20.848368,281.597,180.000,448.346,180.000,206.053,0.000,28.593,180.000,69145.398,360.000,126614.695,0.000,56698.590,180.000,4883.724,0.000,430.172,0.000,170.089,180.000,24.210,360.000,22.446,180.000,20.632,360.000,41.044,180.000,326.038,0.000,26.743,90.000,29.053,180.000,30.444,180.000,0.000,0.000
02/02/2024,00:49:20.849368,328.716,154.319,425.493,138.408,168.275,329.456,27.853,291.555,83366.336,334.552,119209.430,306.264,46294.711,146.365,4553.167,316.535,403.687,325.108,142.086,150.705,21.418,118.885,18.473,137.416,24.575,351.480,42.843,178.887,325.966,330.000,26.743,63.435,29.187,160.424,30.617,126.066,0.000,0.000
02/02/2024,00:49:20.850368,359.872,148.248,393.549,118.705,162.273,314.381,25.940,282.121,94920.164,323.342,109909.516,296.990,44921.336,131.206,5375.243,313.331,370.003,303.291,152.515,136.426,20.633,147.529,15.999,139.086,27.249,343.240,41.560,218.285,325.930,333.435,26.743,18.875,29.240,166.370,30.734,132.289,0.000,0.000
02/02/2024,00:49:20.851368,372.717,154.871,357.591,108.405,187.144,306.723,23.642,279.578,101856.484,323.682,100597.805,292.604,51842.098,125.098,5271.184,326.390,333.719,290.511,189.533,128.693,19.804,151.612,15.525,125.707,31.539,318.802,39.526,246.610,325.909,337.614,26.709,252.000,29.274,169.213,30.896,119.830,0.000,0.000
02/02/2024,00:49:20.852368,371.789,170.835,326.435,103.893,225.737,303.078,21.604,280.209,103095.547,336.521,91955.820,287.420,61857.379,122.889,4812.240,349.639,305.301,285.450,233.498,124.879,18.498,124.869,16.855,119.022,34.680,310.599,37.253,260.320,325.894,340.893,26.687,270.000,29.371,131.501,31.017,120.353,0.000,0.000
02/02/2024,00:49:20.853368,360.396,193.701,306.844,101.996,264.460,302.020,20.105,280.754,100808.688,356.912,85693.227,283.750,72618.703,121.917,5082.233,17.348,290.745,283.826,271.666,124.269,17.265,89.159,20.032,114.180,35.457,320.713,34.578,262.026,325.884,343.405,26.647,267.621,29.458,112.813,31.104,125.087,0.000,0.000
02/02/2024,00:49:20.854368,342.153,214.959,302.307,101.417,293.536,303.707,19.526,279.865,96517.055,19.075,83113.523,281.689,81778.070,122.599,5616.291,38.424,291.185,283.712,296.598,126.978,17.368,82.767,24.642,110.014,34.400,342.836,32.737,260.966,325.894,0.000,26.701,337.500,29.517,114.733,31.168,130.157,0.000,0.000
02/02/2024,00:49:20.855368,322.723,229.317,310.730,101.937,310.368,307.891,19.818,279.926,91338.078,37.119,84344.008,281.050,86533.414,126.812,5298.861,58.595,302.922,284.557,309.922,131.966,18.979,83.436,26.805,113.776,32.713,6.783,31.622,265.154,325.902,14.882,26.743,17.748,29.559,120.358,31.214,135.471,0.000,0.000
02/02/2024,00:49:20.856368,307.971,238.681,326.141,103.456,315.963,314.301,20.791,280.690,86771.891,49.483,87812.750,281.948,87458.227,134.143,5226.624,83.985,320.660,286.072,312.468,139.280,19.867,89.958,27.911,119.840,31.152,25.557,31.271,269.493,325.923,29.355,26.828,39.481,29.592,126.006,31.246,141.007,0.000,0.000
02/02/2024,00:49:20.857368,301.493,245.372,340.641,106.236,311.405,323.328,21.809,282.963,84206.797,57.927,92214.992,283.809,86010.906,143.583,5327.664,118.888,334.801,289.086,305.585,149.454,20.617,96.434,27.849,128.525,29.819,39.289,31.730,272.946,325.940,42.014,26.897,53.757,29.619,131.080,31.267,146.683,0.000,0.000
02/02/2024,00:49:20.858368,303.995,250.664,349.377,110.331,300.493,334.872,22.725,286.027,84096.672,64.356,95393.180,287.136,83108.773,154.862,5195.313,150.275,342.641,293.383,293.573,162.244,20.022,107.722,27.106,139.124,28.863,50.018,33.160,275.122,325.954,52.911,26.955,64.892,29.602,145.752,31.271,154.060,0.000,0.000
02/02/2024,00:49:20.859368,313.077,255.316,351.417,115.574,288.713,347.845,23.085,290.722,86006.570,69.763,95976.383,292.413,79848.336,167.622,5096.133,152.944,343.206,298.971,282.425,175.907,19.403,117.873,26.070,151.528,28.593,57.805,34.119,278.706,325.955,66.991,27.003,74.052,29.562,163.414,31.266,162.294,0.000,0.000
02/02/2024,00:49:20.860368,323.984,259.913,346.509,122.189,280.838,0.881,23.120,296.118,89180.781,74.589,94654.898,299.114,77713.039,180.659,5255.646,49.047,337.003,306.042,276.381,188.914,19.311,123.517,25.122,163.430,28.890,64.035,34.321,283.817,325.956,79.172,27.045,81.792,29.525,178.449,31.251,171.236,0.000,0.000
02/02/2024,00:49:20.861368,331.305,265.016,336.682,130.346,279.654,12.843,22.627,303.468,92067.594,79.516,92267.313,306.778,77437.953,192.634,5216.354,41.386,326.520,314.824,277.606,200.383,19.112,128.687,24.529,175.627,30.042,68.603,34.152,289.433,325.957,89.810,27.080,88.443,29.489,191.374,31.235,179.875,0.000,0.000
02/02/2024,00:49:20.862368,333.686,270.663,325.994,139.781,285.374,23.277,21.968,311.804,93209.289,85.206,89384.375,315.590,78852.961,203.092,5051.360,56.179,316.390,324.826,285.426,210.165,18.505,137.720,25.138,187.597,31.042,73.418,33.591,295.759,325.957,99.175,27.144,88.569,29.480,202.455,31.222,187.809,0.000,0.000
02/02/2024,00:49:20.863368,331.053,276.965,318.151,149.986,295.752,32.261,21.351,321.719,92783.008,91.569,86944.680,325.311,81698.805,212.080,5153.270,103.632,310.040,335.395,296.348,218.582,18.117,148.184,26.308,198.134,31.453,78.987,32.625,303.969,325.958,107.478,27.220,86.353,29.481,212.650,31.208,195.162,0.000,0.000
02/02/2024,00:49:20.864368,324.093,284.245,315.706,160.445,306.048,40.209,21.045,332.293,91195.672,98.594,85761.906,335.514,85004.930,219.927,5403.804,160.486,309.183,345.929,305.517,226.171,18.115,159.143,27.729,207.300,31.063,86.008,31.865,314.016,325.966,105.118,27.288,86.019,29.475,220.903,31.196,201.969,0.000,0.000
02/02/2024,00:49:20.865368,315.513,292.596,318.885,170.575,313.215,47.530,21.104,342.760,88926.078,106.483,86191.695,345.655,87035.789,227.280,5262.198,179.806,313.574,355.933,311.265,233.260,18.828,170.334,28.473,215.718,30.373,93.729,31.388,323.984,325.966,111.720,27.348,86.982,29.470,228.388,31.188,208.353,0.000,0.000
02/02/2024,00:49:20.866368,308.411,301.815,326.165,180.011,315.785,54.589,21.403,352.576,86737.500,115.329,87818.133,355.225,87473.164,234.515,5214.764,197.921,321.762,5.149,312.468,240.213,19.287,180.163,28.975,223.365,29.652,101.298,31.168,333.580,325.973,108.000,27.420,86.486,29.465,234.999,31.179,214.112,0.000,0.000
02/02/2024,00:49:20.867368,308.422,301.815,326.159,180.011,315.770,54.589,21.306,352.576,86744.297,115.329,87821.414,355.225,87463.578,234.515,5218.249,197.921,321.762,5.149,312.468,240.213,19.479,180.163,29.094,223.365,29.651,101.298,31.148,333.580,325.973,108.000,27.530,86.486,29.491,234.999,31.207,214.112,0.000,0.000
02/02/2024,00:49:20.868368,308.547,319.818,326.230,198.011,315.767,72.593,21.284,10.539,86752.117,133.338,87818.211,13.225,87458.156,252.524,5219.347,216.101,321.762,23.149,312.468,258.213,19.479,198.161,29.023,241.116,29.703,119.288,31.136,351.560,325.981,126.000,27.640,89.617,29.499,260.938,31.231,237.163,0.000,0.000
02/02/2024,00:49:20.869368,308.494,337.838,326.211,216.007,315.769,90.595,21.383,28.550,86763.430,151.344,87801.461,31.226,87458.117,270.535,5227.935,234.310,321.762,41.149,312.468,276.213,19.479,216.161,29.030,259.399,29.684,137.419,31.012,9.557,325.995,134.999,27.749,93.223,29.496,281.904,31.226,262.218,0.000,0.000
02/02/2024,00:49:20.870368,308.504,355.834,326.211,234.009,315.805,108.616,21.468,46.409,86767.898,169.348,87791.281,49.232,87462.938,288.546,5234.311,250.503,321.762,59.149,312.468,294.213,19.479,234.161,29.030,277.280,29.685,155.386,30.917,27.594,326.009,132.374,27.858,97.094,29.495,298.750,31.209,278.395,0.000,0.000
02/02/2024,00:49:20.871368,308.504,13.834,326.200,252.009,315.851,126.636,21.552,64.159,86759.383,187.348,87783.188,67.241,87472.141,306.555,5232.678,267.676,321.762,77.149,312.468,312.213,19.479,252.161,29.030,295.320,29.647,173.387,30.867,45.692,326.024,121.387,27.974,101.049,29.493,316.711,31.168,290.855,0.000,0.000
02/02/2024,00:49:20.872368,308.365,31.834,326.200,270.015,315.931,144.647,21.561,81.640,86743.844,205.349,87780.750,85.253,87483.719,324.563,5232.812,286.019,321.762,95.149,312.468,330.213,19.360,270.161,29.377,313.320,29.625,191.379,30.817,63.792,326.038,99.002,28.107,103.820,29.467,333.986,31.120,294.589,0.000,0.000
02/02/2024,00:49:20.873368,308.382,49.850,326.229,288.019,315.903,162.657,21.582,99.385,86730.367,223.354,87785.539,103.271,87492.508,342.569,5237.963,304.750,321.762,113.149,312.468,348.213,19.447,290.360,29.653,332.101,29.539,209.387,30.821,81.957,326.053,76.616,28.265,104.053,29.431,346.956,31.072,295.086,0.000,0.000
02/02/2024,00:49:20.874368,308.339,67.847,326.300,306.034,315.892,180.656,21.549,117.651,86717.180,241.363,87797.305,121.285,87489.219,0.571,5239.238,323.400,321.762,131.149,312.468,6.213,19.447,309.225,29.524,350.396,29.465,227.475,30.818,99.902,326.067,65.627,28.381,100.347,29.393,359.989,31.024,293.996,0.000,0.000
02/02/2024,00:49:20.875368,308.327,85.866,326.303,324.052,315.930,198.656,21.603,135.488,86712.633,259.379,87803.414,139.298,87476.898,18.571,5239.471,341.490,321.762,149.149,311.701,24.213,18.719,327.225,29.354,8.356,29.464,245.653,31.368,117.883,326.081,62.999,28.489,102.120,29.357,17.982,30.999,290.829,0.000,0.000
02/02/2024,00:49:20.876368,308.341,103.901,326.334,342.052,315.918,216.653,21.659,153.625,86716.258,277.394,87809.281,157.302,87467.375,36.573,5232.607,359.609,321.762,167.149,311.436,42.278,18.046,343.720,28.922,26.408,29.457,263.661,31.600,137.343,326.089,64.661,28.547,104.850,29.321,63.903,30.989,297.236,0.000,0.000
02/02/2024,00:49:20.877368,308.368,121.911,326.387,0.054,315.920,234.655,21.677,171.696,86723.703,295.414,87814.359,175.303,87458.938,54.578,5234.733,17.619,321.762,185.149,311.436,60.322,17.839,0.919,28.759,44.894,29.469,281.727,31.603,155.765,326.103,75.049,28.596,114.565,29.285,157.843,30.982,310.812,0.000,0.000
02/02/2024,00:49:20.878368,308.471,139.919,326.378,18.054,315.914,252.654,21.608,189.703,86733.734,313.425,87802.414,193.303,87454.531,72.586,5229.210,35.719,320.944,203.149,311.436,78.322,18.469,18.930,28.703,63.268,29.913,299.828,31.580,173.769,326.110,78.300,28.637,125.567,29.296,187.221,30.983,326.081,0.000,0.000
02/02/2024,00:49:20.879368,308.602,157.936,326.378,36.054,315.914,270.658,21.705,207.734,86741.195,331.432,87795.711,211.305,87454.539,90.595,5224.948,52.799,320.659,221.213,311.436,96.322,18.631,35.987,28.693,81.523,30.154,319.319,31.572,191.764,326.124,89.137,28.678,138.021,29.338,206.587,30.988,344.098,0.000,0.000
02/02/2024,00:49:20.880368,308.523,175.945,326.423,54.054,315.943,288.660,21.673,225.603,86742.688,349.435,87790.625,229.308,87458.438,108.612,5222.836,71.694,320.418,239.256,311.436,114.322,18.997,53.309,28.692,99.766,30.605,337.780,31.497,209.767,326.146,92.903,28.719,151.040,29.408,268.827,30.997,2.889,0.000,0.000
02/02/2024,00:49:20.881368,308.603,193.944,326.419,72.043,315.975,306.675,21.708,243.682,86741.469,7.435,87787.188,247.312,87464.422,126.619,5221.268,89.969,320.378,257.327,311.436,132.322,19.119,70.159,28.728,117.645,30.786,356.161,31.460,227.851,326.168,90.327,28.768,164.983,29.489,356.543,31.007,20.679,0.000,0.000
02/02/2024,00:49:20.882368,308.537,211.941,326.419,90.046,316.028,324.683,21.677,261.507,86729.102,25.435,87785.375,265.318,87474.188,144.624,5221.604,108.296,320.378,275.360,311.436,150.322,19.239,87.604,28.180,135.826,30.797,14.183,31.426,245.924,326.189,88.905,28.759,179.853,29.552,16.354,31.014,37.189,0.000,0.000
02/02/2024,00:49:20.883368,308.527,229.948,326.438,108.044,316.049,342.690,21.649,279.990,86717.508,43.439,87789.211,283.330,87484.086,162.629,5229.367,127.118,320.378,293.360,311.436,168.322,19.152,103.395,27.866,152.665,30.743,32.178,31.423,264.031,326.211,88.623,28.727,197.858,29.605,29.644,31.023,53.307,0.000,0.000
02/02/2024,00:49:20.884368,308.484,247.951,326.427,126.054,316.031,0.691,21.560,297.400,86711.492,61.446,87796.633,301.342,87486.484,180.631,5229.367,146.000,320.378,311.360,311.436,186.322,19.152,120.483,27.751,170.356,30.753,50.241,31.418,282.070,326.225,89.330,28.686,213.747,29.665,41.992,31.031,68.397,0.000,0.000
02/02/2024,00:49:20.885368,308.480,265.970,326.440,144.052,315.904,18.691,21.486,314.921,86706.711,79.454,87806.453,319.350,87477.188,198.631,5229.642,164.000,320.378,329.360,311.436,204.322,19.152,138.483,27.710,188.321,30.749,68.215,31.357,300.035,326.247,96.145,28.645,227.506,29.724,52.554,31.035,83.286,0.000,0.000
02/02/2024,00:49:20.886368,308.488,283.981,326.465,162.053,315.869,36.699,21.446,332.721,86709.500,97.470,87813.125,337.356,87465.891,216.633,5229.007,182.098,320.378,347.360,311.436,222.322,19.152,156.483,27.691,206.333,30.745,86.242,31.331,317.822,326.261,97.517,28.580,240.360,29.783,62.869,31.038,100.014,0.000,0.000
02/02/2024,00:49:20.887368,308.550,301.986,326.472,180.055,315.835,54.704,21.590,350.664,86719.508,115.485,87818.203,355.358,87456.820,234.639,5226.917,200.093,320.378,5.360,311.436,240.322,19.152,174.483,27.607,224.352,30.746,104.286,31.286,335.768,326.275,104.477,28.505,249.588,29.842,72.891,31.039,116.814,0.000,0.000
02/02/2024,00:49:20.888368,308.534,320.005,326.363,198.055,315.816,72.713,21.552,8.732,86726.539,133.499,87805.094,13.358,87453.305,252.647,5221.667,217.984,320.378,23.360,311.436,258.322,19.152,192.483,27.615,242.530,30.671,122.298,31.220,353.724,326.283,111.359,28.431,257.768,29.896,82.772,31.038,134.257,0.000,0.000
02/02/2024,00:49:20.889368,308.558,338.003,326.328,216.061,315.818,90.724,21.371,26.748,86736.070,151.504,87798.883,31.360,87453.313,270.654,5219.698,235.051,320.378,41.360,311.436,276.322,19.152,210.483,27.613,260.492,30.641,140.112,31.075,11.711,326.290,123.862,28.356,266.051,29.949,93.259,31.036,152.574,0.000,0.000
02/02/2024,00:49:20.890368,308.517,356.005,326.269,234.065,315.818,108.750,21.325,44.999,86734.578,169.508,87792.586,49.362,87460.148,288.669,5207.803,253.420,320.137,59.360,311.436,294.322,19.508,228.483,27.613,278.534,30.942,158.060,31.076,29.766,326.297,136.685,28.282,274.387,30.019,103.808,31.038,170.997,0.000,0.000
02/02/2024,00:49:20.891368,308.502,14.004,326.207,252.079,315.827,126.750,21.238,63.130,86730.625,187.507,87787.180,67.367,87466.648,306.681,5207.258,272.856,320.097,77.430,311.436,312.322,19.627,245.430,27.607,296.408,30.923,176.309,31.065,47.765,326.297,150.057,28.207,282.742,30.089,112.020,31.043,188.826,0.000,0.000
02/02/2024,00:49:20.892368,308.567,32.005,326.208,270.114,315.851,144.753,21.230,81.675,86721.156,205.508,87785.539,85.376,87472.109,324.687,5207.250,290.960,320.097,95.463,311.436,330.322,19.744,262.903,27.180,314.370,30.714,194.307,31.050,65.789,326.297,168.057,28.090,291.082,30.151,120.041,31.049,207.126,0.000,0.000
02/02/2024,00:49:20.893368,308.553,49.997,326.231,288.150,315.847,162.756,21.196,99.860,86717.844,223.511,87788.359,103.388,87481.180,342.690,5207.996,308.928,320.097,113.463,311.436,348.322,19.659,278.758,26.879,331.382,30.647,212.399,31.051,83.839,326.297,186.057,27.939,293.638,30.213,129.253,31.055,226.360,0.000,0.000
02/02/2024,00:49:20.894368,308.505,68.000,326.278,306.162,315.774,180.755,21.224,117.356,86711.008,241.513,87795.359,121.396,87485.375,0.692,5213.793,327.009,320.097,131.463,311.436,6.322,19.659,295.854,26.742,349.048,30.605,230.476,31.028,101.833,326.297,204.057,27.796,290.124,30.276,138.384,31.061,246.329,0.000,0.000
02/02/2024,00:49:20.895368,308.503,86.022,326.294,324.173,315.743,198.756,21.179,135.500,86707.469,259.521,87804.539,139.404,87474.164,18.692,5213.318,345.347,320.097,149.463,312.204,24.322,20.353,313.854,26.722,6.998,30.599,248.590,30.475,119.702,326.297,222.057,27.654,285.926,30.339,147.278,31.024,266.585,0.000,0.000
02/02/2024,00:49:20.896368,308.507,104.027,326.363,342.175,315.678,216.757,21.148,153.386,86708.961,277.534,87812.281,157.409,87470.406,36.694,5213.814,3.162,320.097,167.463,312.468,42.257,20.952,333.703,27.131,25.003,30.587,266.623,30.175,136.240,326.297,240.057,27.561,280.419,30.402,156.177,30.959,268.435,0.000,0.000
02/02/2024,00:49:20.897368,308.564,122.030,326.363,0.179,315.634,234.766,21.111,171.347,86718.852,295.541,87811.383,175.411,87461.992,54.696,5206.277,21.168,320.097,185.463,312.468,60.213,21.128,352.776,27.195,42.565,30.586,284.757,30.111,153.667,326.290,258.057,27.485,282.914,30.464,165.010,30.890,260.740,0.000,0.000
02/02/2024,00:49:20.898368,308.505,140.047,326.373,18.179,315.599,252.778,21.167,189.332,86728.711,313.555,87803.523,193.411,87456.891,72.704,5203.610,38.770,320.097,203.463,312.468,78.213,21.128,10.849,27.228,60.420,30.591,302.755,29.985,171.602,326.290,269.649,27.417,288.064,30.504,173.777,30.816,255.907,0.000,0.000
02/02/2024,00:49:20.899368,308.481,158.038,326.405,36.179,315.599,270.798,21.225,207.307,86741.594,331.562,87793.250,211.413,87456.914,90.714,5211.730,56.302,320.097,221.463,312.468,96.213,21.128,28.849,27.229,78.270,30.620,320.767,29.977,189.569,326.297,287.649,27.350,294.438,30.532,187.638,30.743,253.597,0.000,0.000
02/02/2024,00:49:20.900368,308.523,176.036,326.260,54.175,315.622,288.800,21.279,225.233,86752.031,349.567,87784.313,229.417,87465.625,108.722,5211.203,72.692,320.097,239.463,312.468,114.213,21.128,46.849,27.230,96.228,30.404,338.816,29.920,207.571,326.290,311.647,27.282,300.493,30.525,212.111,30.670,254.292,0.000,0.000
02/02/2024,00:49:20.901368,308.433,194.037,326.214,72.209,315.643,306.812,21.248,243.100,86741.094,7.568,87776.703,247.424,87472.133,126.738,5210.334,90.756,320.097,257.463,312.468,132.213,21.128,64.849,27.192,114.313,30.244,356.649,29.893,225.632,326.275,324.596,27.205,306.008,30.501,224.355,30.598,257.058,0.000,0.000
02/02/2024,00:49:20.902368,308.380,212.041,326.214,90.235,315.726,324.817,21.264,261.256,86731.375,25.569,87774.703,265.436,87480.781,144.744,5210.319,108.922,320.097,275.463,312.468,150.213,21.128,82.849,27.169,132.117,30.175,14.632,29.839,243.683,326.261,333.004,27.154,308.698,30.473,225.988,30.524,261.081,0.000,0.000
02/02/2024,00:49:20.903368,308.296,230.047,326.221,108.247,315.621,342.828,21.281,278.973,86723.320,43.572,87778.703,283.451,87489.313,162.748,5211.842,126.891,320.300,293.463,312.468,168.213,21.090,100.849,27.057,150.054,30.623,32.665,29.857,261.862,326.247,341.047,27.112,315.577,30.468,229.750,30.452,265.645,0.000,0.000
02/02/2024,00:49:20.904368,308.255,248.065,326.255,126.250,315.632,0.822,21.318,297.391,86715.797,61.577,87789.945,301.463,87489.609,180.750,5205.349,145.051,320.434,311.545,312.468,186.213,20.975,117.491,26.920,167.924,30.708,50.175,29.860,279.654,326.239,348.103,27.070,323.984,30.467,245.213,30.379,270.819,0.000,0.000
02/02/2024,00:49:20.905368,308.259,266.084,326.335,144.259,315.677,18.822,21.308,315.600,86712.516,79.587,87801.766,319.475,87476.773,198.750,5204.288,162.665,320.434,329.573,312.468,204.213,20.975,134.975,26.983,185.870,30.681,67.961,29.881,297.676,326.232,1.279,27.029,332.147,30.465,262.773,30.311,276.277,0.000,0.000
02/02/2024,00:49:20.906368,308.299,284.073,326.326,162.269,315.656,36.819,21.348,333.574,86714.359,97.598,87814.852,337.482,87468.813,216.752,5210.109,180.234,320.434,347.573,312.468,222.213,20.975,152.975,26.830,203.856,30.682,86.137,29.864,315.751,326.225,20.160,26.995,339.796,30.463,279.217,30.243,282.551,0.000,0.000
02/02/2024,00:49:20.907368,308.323,302.103,326.266,180.268,315.658,54.822,21.370,351.629,86721.367,115.608,87820.531,355.485,87464.773,234.756,5207.100,198.240,320.434,5.573,312.468,240.213,20.975,170.975,26.802,221.997,30.669,104.123,29.866,333.715,326.218,72.028,26.953,349.298,30.460,295.743,30.178,288.882,0.000,0.000
02/02/2024,00:49:20.908368,308.473,320.110,326.282,198.268,315.621,72.821,21.299,9.638,86731.836,133.618,87812.969,13.485,87458.242,252.760,5206.403,216.097,321.253,23.573,312.468,258.213,20.423,188.975,26.719,240.056,30.244,122.011,29.730,351.717,326.218,161.983,26.911,355.477,30.437,311.859,30.110,295.513,0.000,0.000
02/02/2024,00:49:20.909368,308.677,338.133,326.250,216.267,315.623,90.843,21.338,27.673,86741.641,151.625,87802.000,31.487,87458.305,270.773,5207.920,233.974,321.537,41.509,312.468,276.213,20.276,207.391,26.702,258.435,29.983,138.585,29.662,9.680,326.218,179.983,26.869,234.561,30.401,316.008,30.045,301.219,0.000,0.000
02/02/2024,00:49:20.910368,308.835,356.148,326.203,234.272,315.646,108.856,21.440,45.616,86752.977,169.629,87794.141,49.491,87465.484,288.788,5210.939,251.694,321.537,59.465,312.468,294.213,20.276,225.896,26.702,276.908,29.911,156.063,29.604,27.703,326.211,197.983,26.827,203.222,30.344,304.482,29.978,307.063,0.000,0.000
02/02/2024,00:49:20.911368,308.775,14.150,326.225,252.283,315.669,126.868,21.521,63.334,86750.852,187.630,87792.164,67.498,87474.914,306.801,5202.759,269.332,321.537,77.465,312.468,312.213,20.276,243.896,26.682,295.212,29.990,174.001,29.578,45.764,326.211,206.992,26.777,210.031,30.293,254.926,29.909,311.364,0.000,0.000
02/02/2024,00:49:20.912368,308.653,32.153,326.228,270.270,315.750,144.874,21.524,80.829,86740.344,205.630,87790.266,85.501,87485.609,324.810,5202.876,288.925,321.537,95.465,312.468,330.213,20.162,261.896,27.069,313.093,29.800,192.016,29.529,63.818,326.211,224.992,26.777,216.965,30.241,234.823,29.839,313.662,0.000,0.000
02/02/2024,00:49:20.913368,308.586,50.168,326.281,288.303,315.830,162.884,21.553,98.744,86729.195,223.633,87793.906,103.515,87496.078,342.815,5211.417,307.350,321.739,113.465,312.468,348.213,20.131,282.029,27.252,332.008,30.108,210.092,29.516,81.994,326.218,242.992,26.802,234.965,30.207,232.072,29.768,311.945,0.000,0.000
02/02/2024,00:49:20.914368,308.611,68.182,326.309,306.331,315.910,180.888,21.485,117.180,86721.688,241.641,87804.445,121.526,87497.273,0.817,5206.581,326.272,321.872,131.546,312.468,6.213,20.011,299.419,27.318,350.210,30.200,227.775,29.543,100.157,326.218,291.344,26.827,262.971,30.181,239.192,29.699,302.903,0.000,0.000
02/02/2024,00:49:20.915368,308.613,86.171,326.485,324.338,315.818,198.888,21.508,134.819,86718.578,259.650,87814.078,139.537,87490.719,18.817,5206.358,343.986,321.872,149.574,312.468,24.213,20.011,316.872,27.358,8.231,30.144,245.545,29.496,118.310,326.225,309.344,26.861,293.173,30.151,248.994,29.649,284.256,0.000,0.000
02/02/2024,00:49:20.916368,308.631,104.164,326.478,342.360,315.809,216.894,21.491,152.880,86720.789,277.661,87824.766,157.543,87480.563,36.818,5210.886,1.881,321.872,167.574,312.468,42.213,20.011,334.872,27.284,26.219,30.146,263.924,29.489,136.143,326.232,345.222,26.869,324.387,30.121,257.473,29.615,272.635,0.000,0.000
02/02/2024,00:49:20.917368,308.705,122.177,326.508,0.360,315.762,234.895,21.496,170.858,86727.289,295.673,87830.742,175.546,87472.656,54.823,5214.869,19.912,321.872,185.574,312.216,60.213,19.600,352.872,27.196,44.295,30.152,281.911,29.871,154.129,326.239,7.407,26.861,344.360,30.091,266.087,29.603,270.927,0.000,0.000
02/02/2024,00:49:20.918368,308.800,140.199,326.496,18.360,315.772,252.907,21.454,188.859,86736.164,313.682,87819.695,193.546,87466.258,72.831,5213.447,38.117,321.872,203.574,312.177,78.293,19.430,10.682,27.148,62.505,30.144,299.967,30.128,172.484,326.247,23.761,26.852,1.391,30.061,274.821,29.609,282.246,0.000,0.000
02/02/2024,00:49:20.919368,308.853,158.214,326.437,36.360,315.773,270.901,21.324,206.877,86742.094,331.688,87801.344,211.548,87466.367,90.844,5215.772,55.856,321.872,221.574,312.177,96.331,19.430,28.803,27.145,80.735,30.091,317.947,30.029,190.543,326.247,37.497,26.844,19.484,30.026,283.393,29.610,303.475,0.000,0.000
02/02/2024,00:49:20.920368,308.932,176.218,326.468,54.368,315.783,288.919,21.239,225.045,86747.469,349.690,87792.789,229.555,87470.695,108.860,5221.868,73.391,321.872,239.574,312.177,114.331,19.430,46.803,27.147,98.863,30.137,335.851,30.004,208.578,326.254,55.497,26.835,38.849,30.006,290.589,29.613,322.165,0.000,0.000
02/02/2024,00:49:20.921368,308.927,194.219,326.480,72.360,315.920,306.924,21.244,243.256,86748.383,7.691,87789.820,247.562,87478.602,126.868,5219.121,90.620,321.872,257.574,312.177,132.331,19.430,64.803,27.147,117.033,30.176,353.893,29.849,226.606,326.268,65.658,26.827,59.562,29.994,302.129,29.610,341.210,0.000,0.000
02/02/2024,00:49:20.922368,309.018,212.219,326.480,90.354,315.976,324.958,21.231,261.234,86740.250,25.690,87788.078,265.567,87488.852,144.875,5219.250,109.180,321.872,275.574,312.177,150.331,19.311,82.803,27.704,135.033,30.134,11.900,29.815,244.927,326.283,68.794,26.861,81.434,29.985,316.876,29.608,358.615,0.000,0.000
02/02/2024,00:49:20.923368,309.018,230.208,326.507,108.361,316.014,342.965,21.214,279.443,86730.156,43.693,87792.992,283.580,87495.195,162.880,5217.730,127.443,321.872,293.574,312.177,168.331,19.320,103.048,27.985,154.227,30.047,29.917,29.808,263.046,326.297,73.395,26.903,82.949,29.950,332.444,29.604,16.580,0.000,0.000
