>DATE(0/DATE), TIME(1/TIME),LINE_IL1-RMS(4/A),LINE_IL1-Ang(4/Degree),LINE_IL2-RMS(4/A),LINE_IL2-Ang(4/Degree),LINE_IL3-RMS(4/A),LINE_IL3-Ang(4/Degree),LINE_IN-RMS(4/A),LINE_IN-Ang(4/Degree),LINE_UL1-RMS(4/V),LINE_UL1-Ang(4/Degree),LINE_UL2-RMS(4/V),LINE_UL2-Ang(4/Degree),LINE_UL3-RMS(4/V),LINE_UL3-Ang(4/Degree),LINE_UN-RMS(4/V),LINE_UN-Ang(4/Degree),REM_BUS_IL2_D-RMS(4/A),REM_BUS_IL2_D-Ang(4/Degree),REM_BUS_IL3_D-RMS(4/A),REM_BUS_IL3_D-Ang(4/Degree),REM_BUS_IN_D-RMS(4/A),REM_BUS_IN_D-Ang(4/Degree),L3D-IDL1-RMS(4/one),L3D-IDL1-Ang(4/Degree),L3D-IDL2-RMS(4/one),L3D-IDL2-Ang(4/Degree),L3D-IDL3-RMS(4/one),L3D-IDL3-Ang(4/Degree),L3D-IBIAS-RMS(4/A),L3D-IBIAS-Ang(4/Degree),L3D-IDL1MAG-RMS(4/A),L3D-IDL1MAG-Ang(4/Degree),L3D-IDL2MAG-RMS(4/A),L3D-IDL2MAG-Ang(4/Degree),L3D-IDL3MAG-RMS(4/A),L3D-IDL3MAG-Ang(4/Degree),L3D-IDNSMAG-RMS(4/A),L3D-IDNSMAG-Ang(4/Degree)
02/02/2024,00:49:21.383368,309.800,233.444,327.535,111.604,316.960,346.251,21.585,283.239,86738.727,46.886,87801.094,286.793,87503.664,166.089,5228.615,128.874,324.557,297.090,313.492,171.674,17.805,100.918,27.934,156.058,31.472,29.809,30.382,265.820,327.512,297.014,27.855,150.410,31.405,166.219,30.454,270.990,0.000,0.000
02/02/2024,00:49:21.384368,309.772,251.452,327.631,129.603,317.079,4.247,21.520,300.834,86733.469,64.897,87809.328,304.804,87502.180,184.090,5224.353,148.345,324.557,315.090,313.492,189.674,17.805,118.918,27.840,174.007,31.366,47.805,30.415,283.671,327.512,284.660,27.846,157.569,31.416,178.204,30.406,276.585,0.000,0.000
02/02/2024,00:49:21.385368,309.772,269.468,327.664,147.624,317.092,22.246,21.437,318.528,86730.367,82.904,87817.805,322.812,87492.938,202.090,5224.065,166.056,324.557,333.090,313.492,207.674,18.217,136.918,28.274,191.989,31.352,66.010,30.422,301.892,327.512,302.660,27.855,178.052,31.420,195.982,30.361,283.034,0.000,0.000
02/02/2024,00:49:21.386368,309.762,287.481,327.632,165.627,317.073,40.245,21.551,336.332,86735.016,100.920,87825.484,340.816,87481.750,220.093,5222.474,184.153,324.557,351.090,313.025,225.674,17.830,156.066,28.452,209.808,31.355,84.074,30.862,319.914,327.512,320.660,27.880,195.802,31.425,214.850,30.345,290.184,0.000,0.000
02/02/2024,00:49:21.387368,309.703,305.476,327.524,183.626,317.036,58.248,21.608,354.465,86745.844,118.936,87828.195,358.818,87472.500,238.099,5220.597,202.129,324.557,9.090,312.903,243.760,17.568,173.455,28.524,227.583,31.332,102.011,31.031,338.673,327.497,338.660,27.905,223.225,31.428,234.868,30.347,304.448,0.000,0.000
02/02/2024,00:49:21.388368,309.682,323.460,327.521,201.627,316.991,76.258,21.540,12.481,86755.430,136.949,87819.695,16.818,87467.469,256.109,5220.019,220.021,324.557,27.090,312.903,261.805,17.568,191.349,28.543,245.432,31.332,119.812,30.812,356.809,327.490,258.830,27.930,277.455,31.432,254.676,30.337,322.831,0.000,0.000
02/02/2024,00:49:21.389368,309.623,341.457,327.459,219.627,316.996,94.293,21.459,30.523,86764.242,154.955,87805.648,34.819,87468.852,274.122,5224.571,237.813,324.557,45.090,312.903,279.805,17.568,209.349,28.561,263.357,31.268,137.810,30.757,14.788,327.483,230.252,27.955,333.035,31.411,275.986,30.324,339.179,0.000,0.000
02/02/2024,00:49:21.390368,309.644,359.454,327.412,237.636,316.993,112.304,21.507,48.654,86764.242,172.958,87796.852,52.826,87474.656,292.135,5225.390,255.091,324.557,63.090,312.903,297.805,17.568,227.349,28.566,281.194,31.181,155.712,30.762,32.818,327.476,227.129,27.980,1.247,31.375,277.704,30.316,355.990,0.000,0.000
02/02/2024,00:49:21.391368,309.712,17.454,327.377,255.649,317.033,130.303,21.490,66.507,86760.344,190.958,87791.656,70.834,87482.516,310.145,5225.091,272.988,324.557,81.090,312.903,315.805,17.568,245.349,28.613,299.234,31.026,173.647,30.729,50.811,327.469,230.530,28.022,18.896,31.339,269.323,30.305,13.820,0.000,0.000
02/02/2024,00:49:21.392368,309.813,35.450,327.380,273.674,317.052,148.311,21.490,84.620,86750.500,208.958,87791.117,88.844,87493.438,328.151,5226.018,291.059,324.557,99.090,312.903,333.805,17.568,263.349,28.717,317.377,30.989,191.617,30.719,68.901,327.461,236.238,28.039,30.895,31.306,263.002,30.295,32.568,0.000,0.000
02/02/2024,00:49:21.393368,309.819,53.436,327.413,291.680,317.105,166.314,21.481,102.595,86741.320,226.962,87796.203,106.856,87497.953,346.155,5225.727,309.719,324.557,117.090,312.903,351.805,17.568,281.349,28.736,335.543,30.911,209.632,30.716,86.940,327.454,242.994,28.047,45.479,31.269,261.223,30.285,52.264,0.000,0.000
02/02/2024,00:49:21.394368,309.854,71.435,327.419,309.695,317.098,184.316,21.547,120.499,86733.953,244.969,87806.070,124.868,87498.555,4.156,5226.007,327.692,324.557,135.090,312.903,9.805,17.771,299.349,29.338,353.560,30.903,227.714,30.715,105.044,327.447,250.301,28.098,61.203,31.238,259.831,30.274,72.885,0.000,0.000
02/02/2024,00:49:21.395368,309.854,89.416,327.530,327.696,317.034,202.316,21.486,138.774,86730.547,262.979,87817.320,142.878,87486.953,22.156,5226.083,345.711,324.557,153.090,312.903,27.805,18.308,318.805,30.005,11.694,30.853,245.730,30.672,123.035,327.440,257.919,28.193,65.042,31.203,262.987,30.263,94.319,0.000,0.000
02/02/2024,00:49:21.396368,309.854,107.408,327.636,345.709,316.946,220.321,21.539,156.636,86734.563,280.996,87824.188,160.883,87478.305,40.159,5224.271,3.694,324.557,171.090,312.435,45.805,17.923,338.353,30.151,29.402,30.843,263.950,31.079,140.923,327.447,265.717,28.295,62.156,31.166,264.976,30.297,115.970,0.000,0.000
02/02/2024,00:49:21.397368,309.889,125.408,327.577,3.713,316.898,238.334,21.548,174.694,86743.133,299.011,87824.188,178.885,87470.266,58.164,5222.366,21.671,324.557,189.090,312.313,63.891,17.663,355.800,30.125,47.212,30.833,282.153,31.234,159.556,327.447,294.093,28.398,62.619,31.129,267.520,30.359,123.169,0.000,0.000
02/02/2024,00:49:21.398368,309.935,143.417,327.556,21.714,316.882,256.348,21.483,192.697,86754.430,317.021,87815.117,196.885,87466.070,76.173,5220.134,39.568,324.557,207.090,312.313,81.936,17.663,13.733,30.101,65.269,30.822,300.048,31.157,177.671,327.447,312.093,28.500,65.959,31.089,270.421,30.423,119.253,0.000,0.000
02/02/2024,00:49:21.399368,309.960,161.424,327.502,39.715,316.885,274.360,21.450,210.735,86759.234,335.028,87806.953,214.887,87467.672,94.183,5215.140,56.864,324.064,225.090,312.225,99.936,18.665,31.733,30.096,83.375,31.247,318.012,30.633,195.666,327.440,330.093,28.601,70.832,31.073,272.745,30.445,109.264,0.000,0.000
02/02/2024,00:49:21.400368,309.933,179.425,327.489,57.723,316.912,292.367,21.415,228.785,86768.320,353.030,87799.125,232.890,87475.859,112.199,5217.247,75.681,323.934,243.176,312.129,117.846,19.052,47.713,30.091,101.413,31.487,336.771,30.431,213.941,327.433,341.999,28.702,76.580,31.072,284.862,30.448,116.449,0.000,0.000
02/02/2024,00:49:21.401368,309.889,197.425,327.466,75.727,316.979,310.379,21.393,246.887,86768.914,11.030,87793.836,250.898,87486.109,130.211,5217.386,93.411,323.934,261.221,312.129,135.812,19.052,64.560,30.068,119.375,31.384,354.957,30.372,232.235,327.433,355.283,28.811,82.845,31.071,302.434,30.452,133.110,0.000,0.000
02/02/2024,00:49:21.402368,309.919,215.428,327.469,93.743,317.050,328.394,21.386,265.023,86755.305,29.030,87793.047,268.908,87495.133,148.219,5217.108,111.376,324.016,279.221,312.129,153.812,19.061,82.560,30.563,137.307,31.820,12.940,30.328,250.392,327.433,13.283,28.946,88.516,31.092,320.079,30.454,149.827,0.000,0.000
02/02/2024,00:49:21.403368,309.891,233.424,327.467,111.751,317.139,346.402,21.374,283.208,86747.516,47.035,87799.156,286.926,87500.781,166.223,5211.459,129.214,324.110,297.308,312.129,171.812,19.065,101.159,30.759,156.213,32.004,30.756,30.318,268.544,327.433,31.283,29.089,91.782,31.123,342.764,30.456,167.147,0.000,0.000
02/02/2024,00:49:21.404368,309.877,251.431,327.446,129.750,317.092,4.405,21.389,301.015,86738.930,65.041,87811.156,304.940,87502.875,184.224,5212.596,146.698,324.110,315.340,312.129,189.812,18.876,119.406,30.234,174.397,32.027,48.563,30.304,286.723,327.426,49.283,29.213,94.540,31.159,3.385,30.456,184.893,0.000,0.000
02/02/2024,00:49:21.405368,309.877,269.438,327.460,147.746,317.095,22.406,21.409,319.090,86736.414,83.053,87824.008,322.952,87491.273,202.224,5213.514,164.775,324.110,333.340,312.129,207.812,18.699,136.030,29.901,192.295,32.020,66.518,30.307,304.636,327.418,80.996,29.295,99.279,31.196,20.854,30.456,202.893,0.000,0.000
02/02/2024,00:49:21.406368,309.927,287.463,327.466,165.747,317.042,40.406,21.328,337.138,86739.430,101.066,87835.547,340.958,87484.953,220.227,5216.534,182.465,324.110,351.340,312.129,225.812,19.083,153.566,30.156,210.436,32.020,84.549,30.251,322.643,327.411,116.991,29.387,108.455,31.232,36.035,30.429,220.847,0.000,0.000
02/02/2024,00:49:21.407368,310.043,305.492,327.476,183.748,317.040,58.414,21.323,355.047,86749.016,119.077,87843.383,358.961,87480.492,238.231,5213.267,200.492,324.110,9.340,312.129,243.812,19.250,172.214,30.142,228.143,32.021,102.564,30.245,340.562,327.411,148.707,29.478,116.725,31.270,49.879,30.392,230.894,0.000,0.000
02/02/2024,00:49:21.408368,310.154,323.523,327.470,201.748,317.056,76.415,21.479,13.045,86756.703,137.088,87832.914,16.961,87477.328,256.235,5211.308,218.316,324.110,27.340,312.129,261.812,19.250,190.295,30.083,246.171,32.019,120.581,30.320,358.558,327.411,166.707,29.560,124.910,31.308,62.731,30.368,238.216,0.000,0.000
02/02/2024,00:49:21.409368,310.174,341.538,327.437,219.748,317.059,94.402,21.438,30.946,86763.922,155.093,87826.586,34.963,87479.445,274.243,5201.339,235.618,324.110,45.340,312.218,279.812,18.751,208.295,30.078,264.420,31.986,138.571,30.760,16.561,327.411,184.707,29.642,133.934,31.346,75.095,30.369,249.312,0.000,0.000
02/02/2024,00:49:21.410368,310.179,359.539,327.381,237.753,317.113,112.410,21.346,49.015,86772.703,173.095,87823.500,52.966,87488.875,292.263,5191.555,255.187,324.110,63.340,312.313,297.902,18.572,227.067,30.083,282.458,31.888,156.521,30.808,34.317,327.404,202.707,29.724,142.963,31.384,86.956,30.373,267.668,0.000,0.000
02/02/2024,00:49:21.411368,310.130,17.539,327.356,255.768,317.167,130.433,21.306,67.305,86760.438,191.096,87817.859,70.969,87497.484,310.278,5186.979,274.442,324.110,81.340,312.313,315.936,18.572,245.556,30.049,300.496,31.779,174.448,30.767,52.243,327.404,215.992,29.798,152.003,31.424,98.821,30.376,286.904,0.000,0.000
02/02/2024,00:49:21.412368,310.063,35.542,327.371,273.786,317.179,148.445,21.306,85.591,86750.859,209.098,87817.469,88.979,87507.227,328.285,5188.438,293.556,324.192,99.340,312.313,333.936,18.451,263.556,29.982,318.396,32.051,192.429,30.759,70.364,327.404,233.992,29.871,162.174,31.480,110.378,30.379,305.918,0.000,0.000
02/02/2024,00:49:21.413368,310.048,53.551,327.409,291.822,317.240,166.446,21.299,103.591,86740.141,227.101,87822.203,106.989,87514.016,346.289,5194.030,312.506,324.285,117.427,312.313,351.936,18.426,279.930,29.948,336.292,32.138,210.316,30.757,88.394,327.404,251.992,29.945,173.176,31.544,119.343,30.383,324.797,0.000,0.000
02/02/2024,00:49:21.414368,309.936,71.555,327.422,309.839,317.229,184.449,21.343,121.507,86732.063,245.109,87834.867,125.000,87508.344,4.290,5185.354,331.003,324.285,135.460,312.313,9.936,18.426,297.274,29.580,354.261,32.125,228.224,30.753,106.510,327.404,269.992,29.961,186.707,31.607,126.851,30.386,343.424,0.000,0.000
02/02/2024,00:49:21.415368,309.937,89.618,327.433,327.842,317.182,202.449,21.368,139.675,86730.508,263.121,87841.531,143.012,87500.445,22.290,5186.029,348.461,324.285,153.460,312.313,27.936,18.426,315.274,29.361,12.190,32.120,246.248,30.724,124.488,327.404,287.992,29.936,205.847,31.673,134.077,30.390,1.718,0.000,0.000
02/02/2024,00:49:21.416368,309.966,107.659,327.530,345.843,317.182,220.453,21.302,157.732,86733.633,281.129,87849.781,161.015,87489.922,40.292,5190.064,6.337,324.285,171.460,312.313,45.936,18.815,333.274,29.663,30.282,32.115,264.271,30.725,142.410,327.397,305.992,29.920,218.671,31.739,140.259,30.372,19.683,0.000,0.000
02/02/2024,00:49:21.417368,309.966,125.677,327.537,3.848,317.191,238.453,21.284,175.661,86738.078,299.140,87849.477,179.017,87480.133,58.298,5198.026,24.426,324.285,189.460,312.313,63.936,18.984,351.927,29.787,47.926,32.116,282.444,30.742,160.411,327.390,312.852,29.911,232.221,31.805,145.091,30.347,39.725,0.000,0.000
02/02/2024,00:49:21.418368,310.083,143.677,327.488,21.847,317.190,256.450,21.257,193.657,86745.125,317.145,87842.398,197.017,87474.594,76.309,5199.198,42.941,324.285,207.460,312.313,81.936,18.984,10.010,29.727,65.664,32.093,300.453,30.734,178.423,327.382,319.047,29.895,247.515,31.871,146.802,30.325,63.974,0.000,0.000
02/02/2024,00:49:21.419368,310.093,161.692,327.419,39.851,317.196,274.451,21.196,211.675,86760.367,335.149,87827.250,215.019,87476.047,94.323,5209.330,61.381,324.285,225.460,312.402,99.936,18.478,28.010,29.723,83.950,32.025,318.372,31.133,196.423,327.382,324.000,29.878,259.488,31.910,140.765,30.350,90.120,0.000,0.000
02/02/2024,00:49:21.420368,310.114,179.693,327.355,57.861,317.200,292.465,21.241,229.773,86758.555,353.154,87816.516,233.026,87483.828,112.337,5206.956,77.546,324.285,243.460,312.497,118.026,18.296,46.774,29.728,101.989,31.917,336.263,31.270,214.202,327.375,342.000,29.861,271.241,31.932,135.455,30.394,98.004,0.000,0.000
02/02/2024,00:49:21.421368,310.114,197.693,327.342,75.878,317.203,310.467,21.227,247.640,86738.227,11.154,87811.359,251.036,87491.352,130.349,5199.028,95.874,324.285,261.460,312.497,136.060,18.296,65.258,29.728,120.028,31.866,354.180,31.268,231.999,327.368,351.002,29.845,282.913,31.957,134.987,30.442,97.870,0.000,0.000
02/02/2024,00:49:21.422368,310.072,215.693,327.352,93.887,317.274,328.467,21.230,265.732,86730.930,29.156,87810.898,269.045,87507.766,148.354,5201.295,116.058,324.203,279.460,312.497,154.060,18.418,83.258,29.678,138.028,31.275,12.170,31.228,250.005,327.361,0.009,29.803,294.625,31.929,124.238,30.489,96.630,0.000,0.000
02/02/2024,00:49:21.423368,310.016,233.699,327.406,111.911,317.348,346.475,21.245,283.645,86722.563,47.159,87814.953,287.057,87515.969,166.361,5207.554,135.346,324.110,297.372,312.497,172.060,18.443,102.890,29.591,155.949,30.969,30.417,31.223,268.149,327.361,35.494,29.752,296.495,31.878,166.122,30.536,95.688,0.000,0.000
02/02/2024,00:49:21.424368,309.937,251.713,327.507,129.935,317.338,4.478,21.308,301.875,86712.672,65.165,87828.953,305.067,87512.094,184.363,5203.017,153.884,324.110,315.340,312.497,190.060,18.637,121.539,29.818,173.869,30.861,48.746,31.220,286.289,327.361,53.494,29.735,293.069,31.820,190.731,30.584,95.111,0.000,0.000
02/02/2024,00:49:21.425368,309.937,269.757,327.529,147.956,317.321,22.479,21.281,320.159,86710.273,83.180,87837.453,323.080,87501.297,202.363,5203.457,171.625,324.110,333.340,312.497,208.060,18.814,140.872,29.874,191.919,30.853,66.968,31.211,304.272,327.361,71.494,29.735,303.537,31.762,204.983,30.631,94.712,0.000,0.000
02/02/2024,00:49:21.426368,309.948,287.782,327.597,165.958,317.315,40.480,21.171,338.096,86714.602,101.192,87844.063,341.084,87489.109,220.366,5203.636,189.549,324.110,351.340,312.497,226.060,18.814,159.283,29.838,209.895,30.849,85.010,31.207,322.247,327.368,89.494,29.718,321.537,31.703,216.555,30.681,94.988,0.000,0.000
02/02/2024,00:49:21.427368,309.990,305.789,327.604,183.961,317.235,58.481,21.096,355.970,86723.516,119.207,87841.648,359.085,87476.656,238.373,5206.675,207.555,324.110,9.340,312.497,244.060,18.814,177.283,29.797,227.933,30.850,103.134,31.081,340.241,327.375,18.029,29.702,333.841,31.645,227.115,30.723,94.699,0.000,0.000
02/02/2024,00:49:21.428368,310.035,323.799,327.579,201.961,317.183,76.504,21.064,13.955,86736.789,137.218,87834.578,17.085,87470.758,256.386,5206.266,225.780,324.110,27.340,312.497,262.060,18.814,195.283,29.773,246.020,30.839,121.149,30.831,358.147,327.382,27.015,29.693,347.146,31.586,237.214,30.751,97.188,0.000,0.000
02/02/2024,00:49:21.429368,310.045,341.806,327.523,219.963,317.193,94.545,21.153,31.976,86746.156,155.226,87823.516,35.087,87471.922,274.401,5211.854,243.593,324.110,45.340,312.497,280.060,18.814,213.283,29.769,264.128,30.781,139.108,30.718,16.133,327.382,36.010,29.685,3.846,31.525,247.007,30.752,105.138,0.000,0.000
02/02/2024,00:49:21.430368,309.962,359.806,327.466,237.971,317.223,112.566,21.142,49.824,86744.938,173.229,87813.297,53.092,87478.586,292.412,5211.854,260.600,324.110,63.340,312.497,298.060,18.814,231.283,29.745,282.167,30.677,157.019,30.662,34.191,327.390,54.010,29.676,22.282,31.465,256.512,30.746,122.906,0.000,0.000
02/02/2024,00:49:21.431368,309.927,17.806,327.456,255.987,317.233,130.579,21.167,67.862,86738.961,191.229,87806.172,71.102,87487.773,310.422,5212.725,278.600,324.110,81.340,312.497,316.060,18.814,249.283,29.734,299.975,30.634,174.940,30.655,52.277,327.397,58.953,29.668,43.038,31.407,265.926,30.743,142.545,0.000,0.000
02/02/2024,00:49:21.432368,309.827,35.808,327.460,273.995,317.186,148.581,21.170,85.677,86729.398,209.229,87805.555,89.115,87495.148,328.429,5211.612,296.381,324.110,99.340,312.497,334.060,18.814,267.283,29.637,317.941,30.581,192.933,30.681,70.299,327.404,65.143,29.651,66.485,31.333,275.760,30.741,161.287,0.000,0.000
02/02/2024,00:49:21.433368,309.730,53.822,327.490,292.004,317.097,166.576,21.201,103.515,86717.734,227.233,87810.875,107.132,87502.789,346.432,5217.827,313.648,324.110,117.340,312.497,352.060,18.895,285.283,29.894,335.783,30.506,210.955,30.684,88.201,327.404,71.999,29.651,100.494,31.250,283.189,30.739,179.539,0.000,0.000
02/02/2024,00:49:21.434368,309.785,71.846,327.591,310.017,317.053,184.572,21.084,121.830,86709.578,245.242,87822.453,125.145,87502.789,4.433,5217.000,332.208,324.110,135.340,312.497,10.060,19.002,304.625,30.258,354.007,30.397,229.036,30.670,106.029,327.411,89.999,29.693,118.494,31.163,289.422,30.736,197.544,0.000,0.000
02/02/2024,00:49:21.435368,309.785,89.815,327.533,328.038,317.074,202.573,21.125,139.362,86707.109,263.253,87836.961,143.156,87488.070,22.433,5219.367,350.156,324.110,153.340,312.497,28.060,19.002,323.112,30.258,12.079,30.422,247.261,30.684,123.953,327.411,95.977,29.743,90.633,31.077,294.742,30.736,215.297,0.000,0.000
02/02/2024,00:49:21.436368,309.804,107.814,327.526,346.032,316.997,220.571,21.146,157.452,86711.047,281.266,87843.016,161.163,87479.039,40.437,5217.716,7.810,324.110,171.340,312.497,46.060,19.002,341.112,30.188,30.079,30.423,265.143,30.602,141.990,327.411,113.977,29.769,63.905,30.992,299.822,30.732,233.232,0.000,0.000
02/02/2024,00:49:21.437368,309.854,125.825,327.612,4.032,316.925,238.583,21.206,175.476,86722.563,299.280,87843.617,179.164,87473.422,58.443,5207.411,25.764,324.110,189.340,312.497,64.060,19.002,359.112,30.119,48.157,30.440,283.134,30.478,159.876,327.418,131.977,29.785,66.600,30.907,304.228,30.720,250.116,0.000,0.000
02/02/2024,00:49:21.438368,309.821,143.838,327.542,22.031,316.926,256.604,21.225,193.488,86736.055,317.294,87828.641,197.164,87468.367,76.449,5204.092,43.072,324.110,207.340,312.497,82.060,19.002,17.112,30.140,66.301,30.406,301.297,30.485,177.786,327.426,139.779,29.810,75.128,30.821,307.614,30.709,264.612,0.000,0.000
02/02/2024,00:49:21.439368,309.931,161.834,327.565,40.036,316.929,274.603,21.315,211.477,86739.266,335.302,87814.203,215.167,87469.977,94.462,5204.092,59.837,324.110,225.340,312.497,100.060,19.002,35.112,30.115,84.195,30.430,319.173,30.445,195.787,327.433,147.132,29.836,79.460,30.740,308.918,30.677,279.161,0.000,0.000
02/02/2024,00:49:21.440368,309.931,179.840,327.570,58.032,317.012,292.611,21.263,229.334,86752.906,353.303,87806.266,233.174,87479.742,112.476,5206.467,77.837,324.110,243.340,312.497,118.060,19.002,53.112,30.115,102.425,30.438,337.212,30.292,213.807,327.447,153.581,29.861,84.503,30.664,308.141,30.627,286.605,0.000,0.000
02/02/2024,00:49:21.441368,309.872,197.840,327.565,76.031,317.052,310.647,21.286,247.485,86761.867,11.304,87798.195,251.181,87489.680,130.491,5215.079,95.520,324.110,261.340,312.497,136.060,19.002,71.112,30.081,120.425,30.413,355.217,30.259,232.032,327.461,127.497,29.886,89.978,30.590,304.507,30.575,288.285,0.000,0.000
02/02/2024,00:49:21.442368,309.776,215.844,327.567,94.035,317.011,328.655,21.286,265.336,86752.313,29.303,87797.625,269.197,87496.117,148.499,5213.949,111.212,324.192,279.340,312.497,154.060,18.885,89.112,30.001,138.325,30.858,13.214,30.283,250.126,327.476,57.721,29.902,95.688,30.571,295.335,30.526,288.584,0.000,0.000
02/02/2024,00:49:21.443368,309.714,233.857,327.563,112.039,317.068,346.651,21.306,283.336,86739.516,47.307,87802.734,287.212,87506.313,166.501,5226.018,128.567,324.285,297.427,312.497,172.060,18.941,105.533,30.306,156.196,31.044,31.011,30.280,268.040,327.483,43.239,29.936,105.537,30.576,305.491,30.476,288.764,0.000,0.000
02/02/2024,00:49:21.444368,309.718,251.872,327.533,130.037,317.018,4.653,21.293,301.577,86732.141,65.316,87814.023,305.224,87498.250,184.503,5215.979,147.687,324.285,315.460,312.497,190.060,19.048,124.244,30.505,174.460,31.074,48.803,30.266,286.153,327.483,51.220,29.969,106.984,30.589,325.502,30.426,287.928,0.000,0.000
02/02/2024,00:49:21.445368,309.718,269.869,327.603,148.031,316.881,22.654,21.317,319.524,86729.172,83.327,87826.688,323.235,87486.688,202.503,5216.516,164.985,324.285,333.460,312.497,208.060,19.048,142.729,30.543,192.496,31.047,66.740,30.186,304.057,327.490,69.220,30.011,107.783,30.600,346.375,30.372,285.749,0.000,0.000
02/02/2024,00:49:21.446368,309.755,287.862,327.548,166.039,316.822,40.664,21.447,337.581,86734.406,101.343,87835.227,341.241,87477.453,220.507,5212.437,182.832,324.285,351.460,312.497,226.060,19.048,160.729,30.440,210.480,31.050,84.882,30.125,321.818,327.490,74.932,30.045,103.133,30.612,5.380,30.315,281.023,0.000,0.000
02/02/2024,00:49:21.447368,309.743,305.883,327.542,184.036,316.803,58.673,21.455,355.731,86744.086,119.360,87837.945,359.243,87470.516,238.512,5209.169,200.791,324.285,9.460,312.497,244.060,19.048,178.729,30.454,228.596,31.049,102.781,30.094,339.726,327.490,92.932,30.078,102.351,30.623,22.991,30.264,274.711,0.000,0.000
02/02/2024,00:49:21.448368,309.818,323.880,327.511,202.036,316.815,76.679,21.356,13.733,86754.813,137.372,87824.109,17.243,87465.328,256.520,5207.501,218.612,323.535,27.460,312.497,262.060,19.680,196.729,30.417,246.568,31.528,120.769,30.153,357.701,327.483,110.932,30.112,101.186,30.657,39.494,30.227,271.347,0.000,0.000
02/02/2024,00:49:21.449368,309.887,341.890,327.450,220.038,316.817,94.669,21.400,31.800,86766.867,155.378,87812.617,35.246,87467.430,274.533,5207.313,235.947,323.284,45.530,312.497,280.060,20.010,214.001,30.401,264.743,31.745,140.061,30.133,15.705,327.483,140.055,30.145,99.760,30.705,51.320,30.194,274.522,0.000,0.000
02/02/2024,00:49:21.450368,309.971,359.894,327.440,238.047,316.839,112.673,21.531,49.729,86775.961,173.382,87800.656,53.251,87474.695,292.551,5218.437,253.977,323.284,63.575,312.497,298.060,20.010,231.408,30.419,282.895,31.729,158.380,30.093,33.715,327.483,158.055,30.178,98.240,30.757,60.201,30.163,279.677,0.000,0.000
02/02/2024,00:49:21.451368,309.976,17.894,327.426,256.050,316.849,130.682,21.542,67.317,86767.305,191.383,87795.563,71.262,87480.219,310.562,5217.567,270.587,323.284,81.575,312.497,316.060,20.010,249.408,30.419,301.044,31.671,176.368,30.084,51.778,327.483,176.055,30.212,96.814,30.808,68.408,30.131,285.167,0.000,0.000
02/02/2024,00:49:21.452368,309.880,35.894,327.422,274.060,316.914,148.684,21.537,85.238,86754.492,209.384,87795.227,89.272,87490.953,328.567,5219.808,288.799,323.284,99.575,312.497,334.060,20.010,267.408,30.329,319.044,31.716,194.361,30.048,69.804,327.483,194.055,30.245,95.649,30.863,76.906,30.097,290.439,0.000,0.000
02/02/2024,00:49:21.453368,309.883,53.907,327.436,292.052,316.964,166.691,21.515,103.592,86741.320,227.389,87801.617,107.282,87498.031,346.571,5223.982,308.221,323.284,117.575,312.497,352.060,19.933,285.408,29.959,336.894,31.684,212.340,30.046,87.941,327.483,212.055,30.245,94.867,30.920,84.608,30.063,294.386,0.000,0.000
02/02/2024,00:49:21.454368,309.810,71.906,327.476,310.058,317.000,184.694,21.499,121.378,86736.031,245.399,87810.297,125.297,87494.453,4.572,5217.687,326.604,323.284,135.575,312.497,10.060,19.831,302.157,29.534,354.573,31.643,230.377,30.058,106.037,327.476,230.055,30.212,112.867,30.980,92.083,30.030,297.451,0.000,0.000
02/02/2024,00:49:21.455368,309.812,89.948,327.615,328.067,316.960,202.693,21.532,139.304,86732.156,263.406,87818.148,143.305,87485.266,22.572,5215.861,344.158,323.284,153.575,312.497,28.060,19.831,319.683,29.331,12.495,31.586,248.467,30.031,124.104,327.483,240.096,30.162,145.700,31.036,99.059,29.994,299.915,0.000,0.000
02/02/2024,00:49:21.456368,309.844,107.992,327.628,346.082,316.884,220.696,21.576,157.376,86736.203,281.427,87826.688,161.309,87474.578,40.575,5217.144,2.533,323.284,171.575,312.497,46.060,19.831,337.683,29.245,30.590,31.586,266.746,29.950,142.029,327.490,267.859,30.121,173.610,31.092,106.835,29.959,299.674,0.000,0.000
02/02/2024,00:49:21.457368,309.868,126.010,327.513,4.082,316.844,238.708,21.490,175.423,86744.008,299.441,87833.625,179.311,87465.875,58.581,5223.333,20.544,323.284,189.575,312.497,64.060,19.831,355.683,29.217,48.691,31.564,284.766,29.881,159.913,327.483,296.999,30.072,192.905,31.145,114.548,29.927,296.725,0.000,0.000
02/02/2024,00:49:21.458368,309.897,144.016,327.538,22.084,316.794,256.720,21.540,193.405,86751.523,317.450,87820.078,197.311,87461.078,76.591,5222.233,38.864,323.284,207.575,312.497,82.060,19.831,13.683,29.203,66.751,31.576,302.558,29.636,177.860,327.476,304.305,30.023,208.387,31.200,122.623,29.883,292.540,0.000,0.000
02/02/2024,00:49:21.459368,309.982,162.020,327.533,40.082,316.798,274.759,21.565,211.373,86765.461,335.455,87810.180,215.314,87463.305,94.603,5221.497,56.472,323.284,225.575,312.497,100.060,19.831,31.683,29.188,84.824,31.569,320.600,29.596,195.844,327.469,311.275,29.973,221.828,31.254,129.983,29.840,276.386,0.000,0.000
